PopName,Area,Year,YearReg,YearInterval,Sex,Age,AgeInterval,Lexis,RefCode,Access,Deaths,NoteCode1,NoteCode2,NoteCode3,LDB
SWE,1,1758,1758,1,m,0,1,RR,21,O,7160,.,.,.,1
SWE,1,1758,1758,1,m,1,2,RR,21,O,2882,.,.,.,1
SWE,1,1758,1758,1,m,3,2,RR,21,O,1508,.,.,.,1
SWE,1,1758,1758,1,m,5,5,RR,21,O,1517,.,.,.,1
SWE,1,1758,1758,1,m,10,5,RR,21,O,709,.,.,.,1
SWE,1,1758,1758,1,m,15,5,RR,21,O,620,.,.,.,1
SWE,1,1758,1758,1,m,20,5,RR,21,O,887,.,.,.,1
SWE,1,1758,1758,1,m,25,5,RR,21,O,939,.,.,.,1
SWE,1,1758,1758,1,m,30,5,RR,21,O,947,.,.,.,1
SWE,1,1758,1758,1,m,35,5,RR,21,O,937,.,.,.,1
SWE,1,1758,1758,1,m,40,5,RR,21,O,1096,.,.,.,1
SWE,1,1758,1758,1,m,45,5,RR,21,O,1065,.,.,.,1
SWE,1,1758,1758,1,m,50,5,RR,21,O,1219,.,.,.,1
SWE,1,1758,1758,1,m,55,5,RR,21,O,1319,.,.,.,1
SWE,1,1758,1758,1,m,60,5,RR,21,O,1301,.,.,.,1
SWE,1,1758,1758,1,m,65,5,RR,21,O,1302,.,.,.,1
SWE,1,1758,1758,1,m,70,5,RR,21,O,1424,.,.,.,1
SWE,1,1758,1758,1,m,75,5,RR,21,O,1154,.,.,.,1
SWE,1,1758,1758,1,m,80,5,RR,21,O,791,.,.,.,1
SWE,1,1758,1758,1,m,85,5,RR,21,O,393,.,.,.,1
SWE,1,1758,1758,1,m,90,+,RR,21,O,192,.,.,.,1
SWE,1,1759,1759,1,f,0,1,RR,21,O,5471,.,.,.,1
SWE,1,1759,1759,1,f,1,2,RR,21,O,1944,.,.,.,1
SWE,1,1759,1759,1,f,3,2,RR,21,O,1004,.,.,.,1
SWE,1,1759,1759,1,f,5,5,RR,21,O,956,.,.,.,1
SWE,1,1759,1759,1,f,10,5,RR,21,O,617,.,.,.,1
