Year,Age,Cohort,Country,Sex,TL_Deaths,TU_Deaths_Next_Year,Deaths,Population,TL_Deaths_Prev_Year,TU_Deaths_Same_Year,Exposure
1985,105,1880,fin,m,0,0,0,2,0,1,1.6666666666666667
1985,105,1880,nor,f,0,0,0,7,0,1,6.666666666666667
1985,105,1880,nor,m,0,1,1,2,0,0,2
1986,105,1881,dnk,f,4,2,6,18,0,0,18
1986,105,1881,dnk,m,0,0,0,0,0,1,0
1986,105,1881,fin,f,0,1,1,18,4,2,18.666666666666668
1986,105,1881,fin,m,0,0,0,0,0,0,0
1986,105,1881,nor,f,2,0,2,18,0,1,17.666666666666668
1986,105,1881,nor,m,0,0,0,0,0,0,0
1987,105,1882,dnk,f,4,0,4,27,2,0,27.666666666666668
1987,105,1882,dnk,m,0,0,0,3,0,0,3
1987,105,1882,fin,f,0,1,1,27,4,0,28.333333333333332
1987,105,1882,fin,m,0,0,0,3,0,0,3
1987,105,1882,nor,f,2,2,4,27,0,1,26.666666666666668
1987,105,1882,nor,m,1,0,1,3,0,0,3
1987,105,1882,swe,f,7,3,10,27,2,2,27
1988,105,1883,dnk,f,1,1,2,28,7,3,29.333333333333332
1988,105,1883,dnk,m,0,2,2,3,1,0,3.3333333333333335
1988,105,1883,fin,f,1,1,2,28,1,1,28
1988,105,1883,fin,m,0,0,0,3,0,2,2.3333333333333335
1988,105,1883,nor,f,3,0,3,28,1,1,28
1988,105,1883,nor,m,0,0,0,3,0,0,3
1988,105,1883,swe,f,5,4,9,28,3,0,29
1989,105,1884,dnk,f,2,1,3,22,5,4,22.333333333333332
1989,105,1884,dnk,m,1,0,1,4,0,0,4
1989,105,1884,fin,f,2,1,3,22,2,1,22.333333333333332
1989,105,1884,fin,m,0,0,0,4,1,0,4.333333333333333
1989,105,1884,nor,f,5,3,8,22,2,1,22.333333333333332
1989,105,1884,nor,m,1,0,1,4,0,0,4
1989,105,1884,swe,f,2,2,4,22,5,3,22.666666666666668
1990,105,1885,dnk,f,4,1,5,26,2,2,26
1990,105,1885,dnk,m,0,0,0,2,1,0,2.3333333333333335
1990,105,1885,fin,f,0,0,0,26,4,1,27
1990,105,1885,fin,m,0,0,0,2,0,0,2
1990,105,1885,nor,f,1,2,3,26,0,0,26
1990,105,1885,nor,m,1,0,1,2,0,0,2
1990,105,1885,swe,f,3,2,5,26,1,2,25.666666666666668
1991,105,1886,dnk,f,4,1,5,27,3,2,27.333333333333332
1991,105,1886,dnk,m,0,1,1,2,1,0,2.3333333333333335
1991,105,1886,fin,f,2,1,3,27,4,1,28
1991,105,1886,fin,m,0,0,0,2,0,1,1.6666666666666667
1991,105,1886,nor,f,1,2,3,27,2,1,27.333333333333332
1991,105,1886,nor,m,1,0,1,2,0,0,2
1991,105,1886,swe,f,4,1,5,27,1,2,26.666666666666668
1992,105,1887,dnk,f,3,5,8,36,4,1,37
1992,105,1887,dnk,m,1,0,1,3,1,0,3.3333333333333335
1992,105,1887,fin,f,2,0,2,36,3,5,35.333333333333336
1992,105,1887,fin,m,0,0,0,3,1,0,3.3333333333333335
1992,105,1887,nor,f,3,0,3,36,2,0,36.666666666666664
1992,105,1887,nor,m,0,0,0,3,0,0,3
1992,105,1887,swe,f,5,5,10,36,3,0,37
1993,105,1888,dnk,f,1,2,3,33,5,5,33
1993,105,1888,dnk,m,1,0,1,4,0,0,4
1993,105,1888,fin,f,1,1,2,33,1,2,32.666666666666664
1993,105,1888,fin,m,0,0,0,4,1,0,4.333333333333333
1993,105,1888,nor,f,3,1,4,33,1,1,33
1993,105,1888,nor,m,1,0,1,4,0,0,4
1993,105,1888,swe,f,2,3,5,33,3,1,33.666666666666664
1994,105,1889,dnk,f,2,3,5,29,2,3,28.666666666666668
1994,105,1889,dnk,m,2,0,2,11,1,0,11.333333333333334
1994,105,1889,fin,f,0,1,1,29,2,3,28.666666666666668
1994,105,1889,fin,m,1,0,1,11,2,0,11.666666666666666
1994,105,1889,nor,f,5,3,8,29,0,1,28.666666666666668
1994,105,1889,nor,m,4,0,4,11,1,0,11.333333333333334
1994,105,1889,swe,f,2,1,3,29,5,3,29.666666666666668
1995,105,1890,dnk,f,3,4,7,49,2,1,49.333333333333336
1995,105,1890,dnk,m,2,1,3,5,4,0,6.333333333333333
1995,105,1890,fin,f,2,2,4,49,3,4,48.666666666666664
1995,105,1890,fin,m,1,0,1,5,2,1,5.333333333333333
1995,105,1890,nor,f,2,1,3,49,2,2,49
1995,105,1890,nor,m,0,0,0,5,1,0,5.333333333333333
1995,105,1890,swe,f,5,6,11,49,2,1,49.333333333333336
1996,105,1891,dnk,f,0,4,4,40,5,6,39.666666666666664
1996,105,1891,dnk,m,0,0,0,1,0,0,1
1996,105,1891,fin,f,2,0,2,40,0,4,38.666666666666664
1996,105,1891,fin,m,0,0,0,1,0,0,1
1996,105,1891,nor,f,2,2,4,40,2,0,40.666666666666664
1996,105,1891,nor,m,0,0,0,1,0,0,1
1996,105,1891,swe,f,2,3,5,40,2,2,40
1997,105,1892,dnk,f,2,4,6,36,2,3,35.666666666666664
1997,105,1892,dnk,m,1,0,1,5,0,0,5
1997,105,1892,fin,f,1,0,1,36,2,4,35.333333333333336
1997,105,1892,fin,m,0,0,0,5,1,0,5.333333333333333
1997,105,1892,nor,f,4,1,5,36,1,0,36.333333333333336
1997,105,1892,nor,m,0,0,0,5,0,0,5
1997,105,1892,swe,f,4,8,12,36,4,1,37
1998,105,1893,dnk,f,1,1,2,41,4,8,39.666666666666664
1998,105,1893,dnk,m,1,1,2,9,0,0,9
1998,105,1893,fin,f,4,1,5,41,1,1,41
1998,105,1893,fin,m,0,0,0,9,1,1,9
1998,105,1893,nor,f,4,3,7,41,4,1,42
1998,105,1893,nor,m,0,1,1,9,0,0,9
1998,105,1893,swe,f,6,6,12,41,4,3,41.333333333333336
1998,105,1893,swe,m,1,2,3,9,0,1,8.666666666666666
1999,105,1894,dnk,f,2,3,5,52,6,6,52
1999,105,1894,dnk,m,0,0,0,5,1,2,4.666666666666667
1999,105,1894,fin,f,2,0,2,52,2,3,51.666666666666664
1999,105,1894,fin,m,1,0,1,5,0,0,5
1999,105,1894,nor,f,2,1,3,52,2,0,52.666666666666664
1999,105,1894,nor,m,3,0,3,5,1,0,5.333333333333333
1999,105,1894,swe,f,6,3,9,52,2,1,52.333333333333336
2000,105,1895,dnk,f,3,2,5,45,6,3,46
2000,105,1895,dnk,m,1,2,3,11,3,0,12
2000,105,1895,fin,f,2,2,4,45,3,2,45.333333333333336
2000,105,1895,fin,m,1,1,2,11,1,2,10.666666666666666
2000,105,1895,nor,f,2,1,3,45,2,2,45
2000,105,1895,nor,m,1,2,3,11,1,1,11
2000,105,1895,swe,f,10,4,14,45,2,1,45.333333333333336
2001,105,1896,dnk,f,5,2,7,60,10,4,62
2001,105,1896,dnk,m,0,0,0,2,1,2,1.6666666666666667
2001,105,1896,fin,f,0,1,1,60,5,2,61
2001,105,1896,fin,m,0,0,0,2,0,0,2
2001,105,1896,nor,f,5,1,6,60,0,1,59.666666666666664
2001,105,1896,nor,m,1,0,1,2,0,0,2
2001,105,1896,swe,f,7,4,11,60,5,1,61.333333333333336
2002,105,1897,dnk,f,7,4,11,58,7,4,59
2002,105,1897,dnk,m,1,0,1,5,1,0,5.333333333333333
2002,105,1897,fin,f,1,0,1,58,7,4,59
2002,105,1897,fin,m,0,0,0,5,1,0,5.333333333333333
2002,105,1897,nor,f,2,2,4,58,1,0,58.333333333333336
2002,105,1897,nor,m,1,1,2,5,0,0,5
2002,105,1897,swe,f,10,6,16,58,2,2,58
2003,105,1898,dnk,f,4,3,7,55,10,6,56.333333333333336
2003,105,1898,dnk,m,0,1,1,3,1,1,3
2003,105,1898,fin,f,2,3,5,55,4,3,55.333333333333336
2003,105,1898,fin,m,0,0,0,3,0,1,2.6666666666666665
2003,105,1898,nor,f,3,1,4,55,2,3,54.666666666666664
2003,105,1898,nor,m,0,0,0,3,0,0,3
2003,105,1898,swe,f,6,4,10,55,3,1,55.666666666666664
2004,105,1899,dnk,f,0,7,7,48,6,4,48.666666666666664
2004,105,1899,dnk,m,1,0,1,2,0,0,2
2004,105,1899,fin,f,2,4,6,48,0,7,45.666666666666664
2004,105,1899,fin,m,0,0,0,2,1,0,2.3333333333333335
2004,105,1899,nor,f,4,0,4,48,2,4,47.333333333333336
2004,105,1899,nor,m,0,0,0,2,0,0,2
2004,105,1899,swe,f,7,8,15,48,4,0,49.333333333333336
2005,105,1900,dnk,f,0,2,2,49,7,8,48.666666666666664
2005,105,1900,dnk,m,0,0,0,7,0,0,7
2005,105,1900,fin,f,3,1,4,49,0,2,48.333333333333336
2005,105,1900,fin,m,1,1,2,7,0,0,7
2005,105,1900,nor,f,4,3,7,49,3,1,49.666666666666664
2005,105,1900,nor,m,0,2,2,7,1,1,7
2005,105,1900,swe,f,3,11,14,49,4,3,49.333333333333336
2006,105,1901,dnk,f,4,3,7,81,3,11,78.33333333333333
2006,105,1901,dnk,m,0,0,0,9,0,2,8.333333333333334
2006,105,1901,fin,f,3,2,5,81,4,3,81.33333333333333
2006,105,1901,fin,m,0,1,1,9,0,0,9
2006,105,1901,nor,f,4,3,7,81,3,2,81.33333333333333
2006,105,1901,nor,m,1,0,1,9,0,1,8.666666666666666
2006,105,1901,swe,f,6,11,17,81,4,3,81.33333333333333
2007,105,1902,dnk,f,5,6,11,84,6,11,82.33333333333333
2007,105,1902,dnk,m,1,2,3,5,1,0,5.333333333333333
2007,105,1902,fin,f,3,4,7,84,5,6,83.66666666666667
2007,105,1902,fin,m,0,0,0,5,1,2,4.666666666666667
2007,105,1902,nor,f,4,4,8,84,3,4,83.66666666666667
2007,105,1902,nor,m,0,0,0,5,0,0,5
2007,105,1902,swe,f,11,5,16,84,4,4,84
2008,105,1903,dnk,f,6,6,12,91,11,5,93
2008,105,1903,dnk,m,0,0,0,4,0,0,4
2008,105,1903,fin,f,4,2,6,91,6,6,91
2008,105,1903,fin,m,1,0,1,4,0,0,4
2008,105,1903,nor,f,5,1,6,91,4,2,91.66666666666667
2008,105,1903,nor,m,1,1,2,4,1,0,4.333333333333333
2008,105,1903,swe,f,10,15,25,91,5,1,92.33333333333333
2009,105,1904,dnk,f,4,7,11,81,10,15,79.33333333333333
2009,105,1904,dnk,m,1,2,3,8,1,1,8
2009,105,1904,fin,f,3,0,3,81,4,7,80
2009,105,1904,fin,m,0,0,0,8,1,2,7.666666666666667
2009,105,1904,nor,f,4,5,9,81,3,0,82
2009,105,1904,nor,m,2,1,3,8,0,0,8
2009,105,1904,swe,f,11,10,21,81,4,5,80.66666666666667
2010,105,1905,dnk,f,8,8,16,91,11,10,91.33333333333333
2010,105,1905,dnk,m,1,0,1,5,2,1,5.333333333333333
2010,105,1905,fin,f,3,1,4,91,8,8,91
2010,105,1905,fin,m,0,0,0,5,1,0,5.333333333333333
2010,105,1905,nor,f,3,3,6,91,3,1,91.66666666666667
2010,105,1905,nor,m,1,1,2,5,0,0,5
2010,105,1905,swe,f,16,4,20,91,3,3,91
2011,105,1906,dnk,f,5,8,13,81,16,4,85
2011,105,1906,dnk,m,0,2,2,7,1,1,7
2011,105,1906,fin,f,3,3,6,81,5,8,80
2011,105,1906,fin,m,0,0,0,7,0,2,6.333333333333333
2011,105,1906,nor,f,2,2,4,81,3,3,81
2011,105,1906,nor,m,1,1,2,7,0,0,7
2011,105,1906,swe,f,4,8,12,81,2,2,81
1921,106,1815,dnk,f,0,0,0,0,0,0.5,0
1921,106,1815,dnk,m,0,0,0,0,0,0,0
1921,106,1815,fin,f,0,0,0,0,0,0,0
1921,106,1815,fin,m,0,0,0,0,0,0,0
1921,106,1815,nor,f,0,0,0,0,0,0,0
1921,106,1815,nor,m,0,0,0,0,0,0,0
1922,106,1816,dnk,f,0,0,0,0,0,0,0
1922,106,1816,dnk,m,0,0,0,0,0,0,0
1922,106,1816,fin,f,0,0,0,0,0,0,0
1922,106,1816,fin,m,0,0,0,0,0,0,0
1922,106,1816,nor,f,0,0,0,0,0,0,0
1922,106,1816,nor,m,0,0,0,0,0,0,0
1923,106,1817,dnk,f,0,0,0,1,0,0,1
1923,106,1817,dnk,m,0,0,0,0,0,0,0
1923,106,1817,fin,f,0,0,0,1,0,0,1
1923,106,1817,fin,m,0,0,0,0,0,0,0
1923,106,1817,nor,f,1,0,1,1,0,0,1
1923,106,1817,nor,m,0,0,0,0,0,0,0
1924,106,1818,dnk,f,0,0,0,0,1,0,0
1924,106,1818,dnk,m,0,0,0,0,0,0,0
1924,106,1818,fin,f,0,0,0,0,0,0,0
1924,106,1818,fin,m,0,0,0,0,0,0,0
1924,106,1818,nor,f,0,0,0,0,0,0,0
1924,106,1818,nor,m,0,0,0,0,0,0,0
1925,106,1819,dnk,f,0,0,0,0,0,0,0
1925,106,1819,dnk,m,0,0,0,0,0,0,0
1925,106,1819,fin,f,0,0,0,0,0,0,0
1925,106,1819,fin,m,0,0,0,0,0,0,0
1925,106,1819,nor,f,0,0,0,0,0,0,0
1925,106,1819,nor,m,0,0,0,0,0,0,0
1926,106,1820,dnk,f,0,0,0,0,0,0,0
1926,106,1820,dnk,m,0,0,0,0,0,0,0
1926,106,1820,fin,f,0,0,0,0,0,0,0
1926,106,1820,fin,m,0,0,0,0,0,0,0
1926,106,1820,nor,f,0,0,0,0,0,0,0
1926,106,1820,nor,m,0,0,0,0,0,0,0
1927,106,1821,dnk,f,0,0,0,0,0,0,0
1927,106,1821,dnk,m,0,0,0,0,0,0,0
1927,106,1821,fin,f,0,0,0,0,0,0,0
1927,106,1821,fin,m,0,0,0,0,0,0,0
1927,106,1821,nor,f,0,0,0,0,0,0,0
1927,106,1821,nor,m,0,0,0,0,0,0,0
1928,106,1822,dnk,f,0,0,0,0,0,0,0
1928,106,1822,dnk,m,0,0,0,0,0,0,0
1928,106,1822,fin,f,0,0,0,0,0,0,0
1928,106,1822,fin,m,0,0,0,0,0,0,0
1928,106,1822,nor,f,0,0,0,0,0,0,0
1928,106,1822,nor,m,0,0,0,0,0,0,0
1929,106,1823,dnk,f,0,0,0,0,0,0,0
1929,106,1823,dnk,m,0,0,0,0.5,0,0,0.5
1929,106,1823,fin,f,0,0,0,0,0,0,0
1929,106,1823,fin,m,0,0,0,0.5,0,0,0.5
1929,106,1823,nor,f,0,0,0,0,0,0,0
1929,106,1823,nor,m,0.5,0,0.5,0.5,0,0,0.5
1930,106,1824,dnk,f,0,0,0,0,0,0,0
1930,106,1824,dnk,m,0,0,0,0,0.5,0,0
1930,106,1824,fin,f,0,0,0,0,0,0,0
1930,106,1824,fin,m,0,0,0,0,0,0,0
1930,106,1824,nor,f,0,0,0,0,0,0,0
1930,106,1824,nor,m,0,0,0,0,0,0,0
1931,106,1825,dnk,f,0,0,0,0,0,0,0
1931,106,1825,dnk,m,0,0,0,0,0,0,0
1931,106,1825,fin,f,0,0,0,0,0,0,0
1931,106,1825,fin,m,0,0,0,0,0,0,0
1931,106,1825,nor,f,0,0,0,0,0,0,0
1931,106,1825,nor,m,0,0,0,0,0,0,0
1932,106,1826,dnk,f,0,0,0,0,0,0,0
1932,106,1826,dnk,m,0,0,0,0,0,0,0
1932,106,1826,fin,f,0,0,0,0,0,0,0
1932,106,1826,fin,m,0,0,0,0,0,0,0
1932,106,1826,nor,f,0,0,0,0,0,0,0
1932,106,1826,nor,m,0,0,0,0,0,0,0
1933,106,1827,dnk,f,0,0,0,0,0,0,0
1933,106,1827,dnk,m,0,0,0,0,0,0,0
1933,106,1827,fin,f,0,0,0,0,0,0,0
1933,106,1827,fin,m,0,0,0,0,0,0,0
1933,106,1827,nor,f,0,0,0,0,0,0,0
1933,106,1827,nor,m,0,0,0,0,0,0,0
1934,106,1828,dnk,f,0,0,0,1,0,0,1
1934,106,1828,dnk,m,0,0,0,0,0,0,0
1934,106,1828,fin,f,0,1,1,1,0,0,1
1934,106,1828,fin,m,0,0,0,0,0,0,0
1934,106,1828,nor,f,0,0,0,1,0,1,0.6666666666666667
1934,106,1828,nor,m,0,0,0,0,0,0,0
1935,106,1829,dnk,f,0,0,0,0,0,0,0
1935,106,1829,dnk,m,0,0,0,0,0,0,0
1935,106,1829,fin,f,0,0,0,0,0,0,0
1935,106,1829,fin,m,0,0,0,0,0,0,0
1935,106,1829,nor,f,0,0,0,0,0,0,0
1935,106,1829,nor,m,0,0,0,0,0,0,0
1936,106,1830,dnk,f,0,0,0,0,0,0,0
1936,106,1830,dnk,m,0,0,0,0,0,0,0
1936,106,1830,fin,f,0,0,0,0,0,0,0
1936,106,1830,fin,m,0,0,0,0,0,0,0
1936,106,1830,nor,f,0,0,0,0,0,0,0
1936,106,1830,nor,m,0,0,0,0,0,0,0
1937,106,1831,dnk,f,0,0,0,0,0,0,0
1937,106,1831,dnk,m,0,0,0,0,0,0,0
1937,106,1831,fin,f,0,0,0,0,0,0,0
1937,106,1831,fin,m,0,0,0,0,0,0,0
1937,106,1831,nor,f,0,0,0,0,0,0,0
1937,106,1831,nor,m,0,0,0,0,0,0,0
1938,106,1832,dnk,f,0,0,0,0.5,0,0,0.5
1938,106,1832,dnk,m,0,0,0,0,0,0,0
1938,106,1832,fin,f,0,0,0,0.5,0,0,0.5
1938,106,1832,fin,m,0,0,0,0,0,0,0
1938,106,1832,nor,f,0.5,0,0.5,0.5,0,0,0.5
1938,106,1832,nor,m,0,0,0,0,0,0,0
1939,106,1833,dnk,f,0,0,0,0,0.5,0,0
1939,106,1833,dnk,m,0,0,0,0,0,0,0
1939,106,1833,fin,f,0,0,0,0,0,0,0
1939,106,1833,fin,m,0,0,0,0,0,0,0
1939,106,1833,nor,f,0,0,0,0,0,0,0
1939,106,1833,nor,m,0,0,0,0,0,0,0
1940,106,1834,dnk,f,0,0,0,1,0,0,1
1940,106,1834,dnk,m,0,0,0,0,0,0,0
1940,106,1834,fin,f,0,0,0,1,0,0,1
1940,106,1834,fin,m,0,0,0,0,0,0,0
1940,106,1834,nor,f,0,0.5,0.5,1,0,0,1
1940,106,1834,nor,m,0,0,0,0,0,0,0
1941,106,1835,dnk,f,0,0,0,0,0,0.5,0
1941,106,1835,dnk,m,0,0,0,0,0,0,0
1941,106,1835,fin,f,0,0,0,0,0,0,0
1941,106,1835,fin,m,0,0,0,0,0,0,0
1941,106,1835,nor,f,0,0,0,0,0,0,0
1941,106,1835,nor,m,0,0,0,0,0,0,0
1942,106,1836,dnk,f,0,0,0,0,0,0,0
1942,106,1836,dnk,m,0,0,0,0,0,0,0
1942,106,1836,fin,f,0,0,0,0,0,0,0
1942,106,1836,fin,m,0,0,0,0,0,0,0
1942,106,1836,nor,f,0,0,0,0,0,0,0
1942,106,1836,nor,m,0,0,0,0,0,0,0
1943,106,1837,dnk,f,0,0,0,0,0,0,0
1943,106,1837,dnk,m,0,0,0,0,0,0,0
1943,106,1837,fin,f,0,0,0,0,0,0,0
1943,106,1837,fin,m,0,0,0,0,0,0,0
1943,106,1837,nor,f,0,0,0,0,0,0,0
1943,106,1837,nor,m,0,0,0,0,0,0,0
1944,106,1838,dnk,f,0,0,0,1,0,0,1
1944,106,1838,dnk,m,0,0,0,0,0,0,0
1944,106,1838,fin,f,0,0,0,1,0,0,1
1944,106,1838,fin,m,0,0,0,0,0,0,0
1944,106,1838,nor,f,0,0.5,0.5,1,0,0,1
1944,106,1838,nor,m,0,0,0,0,0,0,0
1945,106,1839,dnk,f,0,0,0,1,0,0.5,0.8333333333333334
1945,106,1839,dnk,m,0,0,0,0,0,0,0
1945,106,1839,fin,f,0,0,0,1,0,0,1
1945,106,1839,fin,m,0,0,0,0,0,0,0
1945,106,1839,nor,f,0,0,0,1,0,0,1
1945,106,1839,nor,m,0,0,0,0,0,0,0
1946,106,1840,dnk,f,0,0,0,1.5,0,0,1.5
1946,106,1840,dnk,m,0,0,0,0,0,0,0
1946,106,1840,fin,f,1,0,1,1.5,0,0,1.5
1946,106,1840,fin,m,0,0,0,0,0,0,0
1946,106,1840,nor,f,0.5,0,0.5,1.5,1,0,1.8333333333333333
1946,106,1840,nor,m,0,0,0,0,0,0,0
1947,106,1841,dnk,f,0,0,0,1,0.5,0,1.1666666666666667
1947,106,1841,dnk,m,0,0,0,0,0,0,0
1947,106,1841,fin,f,0,0,0,1,0,0,1
1947,106,1841,fin,m,0,0,0,0,0,0,0
1947,106,1841,nor,f,1,0,1,1,0,0,1
1947,106,1841,nor,m,0,0,0,0,0,0,0
1948,106,1842,dnk,f,0,0,0,0,1,0,0
1948,106,1842,dnk,m,0,0,0,0,0,0,0
1948,106,1842,fin,f,0,0,0,0,0,0,0
1948,106,1842,fin,m,0,0,0,0,0,0,0
1948,106,1842,nor,f,0,0,0,0,0,0,0
1948,106,1842,nor,m,0,0,0,0,0,0,0
1949,106,1843,dnk,f,0,0,0,0,0,0,0
1949,106,1843,dnk,m,0,0,0,0,0,0,0
1949,106,1843,fin,f,0,0,0,0,0,0,0
1949,106,1843,fin,m,0,0,0,0,0,0,0
1949,106,1843,nor,f,0,0,0,0,0,0,0
1949,106,1843,nor,m,0,0,0,0,0,0,0
1950,106,1844,dnk,f,0,0,0,0,0,0,0
1950,106,1844,dnk,m,0,0,0,4,0,0,4
1950,106,1844,fin,f,0,0,0,0,0,0,0
1950,106,1844,fin,m,0,0,0,4,0,0,4
1950,106,1844,nor,f,0,0,0,0,0,0,0
1950,106,1844,nor,m,0,0,0,4,0,0,4
1951,106,1845,dnk,f,0,0,0,0,0,0,0
1951,106,1845,dnk,m,0,0,0,0,0,0,0
1951,106,1845,fin,f,0,0,0,0,0,0,0
1951,106,1845,fin,m,0,0,0,0,0,0,0
1951,106,1845,nor,f,0,0,0,0,0,0,0
1951,106,1845,nor,m,0,0,0,0,0,0,0
1952,106,1846,dnk,f,0,0,0,0,0,0,0
1952,106,1846,dnk,m,0,0,0,0,0,0,0
1952,106,1846,fin,f,0,0,0,0,0,0,0
1952,106,1846,fin,m,0,0,0,0,0,0,0
1952,106,1846,nor,f,0,0,0,0,0,0,0
1952,106,1846,nor,m,0,0,0,0,0,0,0
1953,106,1847,dnk,f,0,0,0,0.5,0,0,0.5
1953,106,1847,dnk,m,0,0,0,0,0,0,0
1953,106,1847,fin,f,0,0,0,0.5,0,0,0.5
1953,106,1847,fin,m,0,0,0,0,0,0,0
1953,106,1847,nor,f,0.5,0,0.5,0.5,0,0,0.5
1953,106,1847,nor,m,0,0,0,0,0,0,0
1954,106,1848,dnk,f,0,0,0,0.5,0.5,0,0.6666666666666666
1954,106,1848,dnk,m,0,0,0,1,0,0,1
1954,106,1848,fin,f,0,0,0,0.5,0,0,0.5
1954,106,1848,fin,m,0,0,0,1,0,0,1
1954,106,1848,nor,f,0.5,0,0.5,0.5,0,0,0.5
1954,106,1848,nor,m,0,0,0,1,0,0,1
1955,106,1849,dnk,f,0,0,0,0.5,0.5,0,0.6666666666666666
1955,106,1849,dnk,m,0,0,0,0,0,0,0
1955,106,1849,fin,f,0,0,0,0.5,0,0,0.5
1955,106,1849,fin,m,0,0,0,0,0,0,0
1955,106,1849,nor,f,0.5,0,0.5,0.5,0,0,0.5
1955,106,1849,nor,m,0,0,0,0,0,0,0
1956,106,1850,dnk,f,0,0,0,2,0.5,0,2.1666666666666665
1956,106,1850,dnk,m,0,0,0,0,0,0,0
1956,106,1850,fin,f,0,0,0,2,0,0,2
1956,106,1850,fin,m,0,0,0,0,0,0,0
1956,106,1850,nor,f,0,0,0,2,0,0,2
1956,106,1850,nor,m,0,0,0,0,0,0,0
1957,106,1851,dnk,f,0,0,0,2,0,0,2
1957,106,1851,dnk,m,0,0,0,0,0,0,0
1957,106,1851,fin,f,0,0,0,2,0,0,2
1957,106,1851,fin,m,0,0,0,0,0,0,0
1957,106,1851,nor,f,0,0.5,0.5,2,0,0,2
1957,106,1851,nor,m,0,0,0,0,0,0,0
1958,106,1852,dnk,f,0,0,0,1,0,0.5,0.8333333333333334
1958,106,1852,dnk,m,1,0,1,1,0,0,1
1958,106,1852,fin,f,0,0,0,1,0,0,1
1958,106,1852,fin,m,0,0,0,1,1,0,1.3333333333333333
1958,106,1852,nor,f,0,0,0,1,0,0,1
1958,106,1852,nor,m,0,0,0,1,0,0,1
1959,106,1853,dnk,f,0,0,0,2,0,0,2
1959,106,1853,dnk,m,0,0,0,0,0,0,0
1959,106,1853,fin,f,0,0,0,2,0,0,2
1959,106,1853,fin,m,0,0,0,0,0,0,0
1959,106,1853,nor,f,0,1,1,2,0,0,2
1959,106,1853,nor,m,0,0,0,0,0,0,0
1960,106,1854,dnk,f,0,0,0,1.5,0,1,1.1666666666666667
1960,106,1854,dnk,m,0,0,0,9,0,0,9
1960,106,1854,fin,f,0,0,0,1.5,0,0,1.5
1960,106,1854,fin,m,0,0,0,9,0,0,9
1960,106,1854,nor,f,0.5,0.5,1,1.5,0,0,1.5
1960,106,1854,nor,m,2,2.5,4.5,9,0,0,9
1961,106,1855,dnk,f,0,0,0,1,0.5,0.5,1
1961,106,1855,dnk,m,0,0,0,0,2,2.5,0
1961,106,1855,fin,f,0,0,0,1,0,0,1
1961,106,1855,fin,m,0,0,0,0,0,0,0
1961,106,1855,nor,f,0,0,0,1,0,0,1
1961,106,1855,nor,m,0,0,0,0,0,0,0
1962,106,1856,dnk,f,0,0,0,1.5,0,0,1.5
1962,106,1856,dnk,m,0,0,0,0.5,0,0,0.5
1962,106,1856,fin,f,0,0,0,1.5,0,0,1.5
1962,106,1856,fin,m,0,0,0,0.5,0,0,0.5
1962,106,1856,nor,f,0.5,0,0.5,1.5,0,0,1.5
1962,106,1856,nor,m,0.5,0,0.5,0.5,0,0,0.5
1963,106,1857,dnk,f,0,0,0,1.5,0.5,0,1.6666666666666667
1963,106,1857,dnk,m,0,0,0,0,0.5,0,0
1963,106,1857,fin,f,0,0,0,1.5,0,0,1.5
1963,106,1857,fin,m,0,0,0,0,0,0,0
1963,106,1857,nor,f,0.5,0.5,1,1.5,0,0,1.5
1963,106,1857,nor,m,0,0,0,0,0,0,0
1964,106,1858,dnk,f,0,0,0,1,0.5,0.5,1
1964,106,1858,dnk,m,0,0,0,0.5,0,0,0.5
1964,106,1858,fin,f,0,0,0,1,0,0,1
1964,106,1858,fin,m,0,0,0,0.5,0,0,0.5
1964,106,1858,nor,f,0,0.5,0.5,1,0,0,1
1964,106,1858,nor,m,0.5,0,0.5,0.5,0,0,0.5
1965,106,1859,dnk,f,0,0,0,1,0,0.5,0.8333333333333334
1965,106,1859,dnk,m,0,0,0,0,0.5,0,0
1965,106,1859,fin,f,0,0,0,1,0,0,1
1965,106,1859,fin,m,0,0,0,0,0,0,0
1965,106,1859,nor,f,1,0,1,1,0,0,1
1965,106,1859,nor,m,0,0,0,0,0,0,0
1966,106,1860,dnk,f,0,0,0,1,1,0,1.3333333333333333
1966,106,1860,dnk,m,0,0,0,0,0,0,0
1966,106,1860,fin,f,0,0,0,1,0,0,1
1966,106,1860,fin,m,0,0,0,0,0,0,0
1966,106,1860,nor,f,0,0,0,1,0,0,1
1966,106,1860,nor,m,0,0,0,0,0,0,0
1967,106,1861,dnk,f,0,0,0,2,0,0,2
1967,106,1861,dnk,m,0,0,0,0.5,0,0,0.5
1967,106,1861,fin,f,0,0,0,2,0,0,2
1967,106,1861,fin,m,0,0,0,0.5,0,0,0.5
1967,106,1861,nor,f,0,0.5,0.5,2,0,0,2
1967,106,1861,nor,m,0.5,0,0.5,0.5,0,0,0.5
1968,106,1862,dnk,f,0,0,0,0,0,0.5,0
1968,106,1862,dnk,m,0,0,0,0,0.5,0,0
1968,106,1862,fin,f,0,0,0,0,0,0,0
1968,106,1862,fin,m,0,0,0,0,0,0,0
1968,106,1862,nor,f,0,0,0,0,0,0,0
1968,106,1862,nor,m,0,0,0,0,0,0,0
1969,106,1863,dnk,f,0,0,0,0.5,0,0,0.5
