Year,Age,Sex,Deaths,TL_Deaths,TU_Deaths_Next_Year,Cohort,Population,TL_Deaths_Prev_Year,TU_Deaths_Same_Year,Exposure
1981,105,m,2,1,1,1876,7,2,2,7
1982,105,f,34,18,16,1877,60,13,14,59.666666666666664
1982,105,m,6,4,2,1877,8,1,1,8
1983,105,f,32,19,13,1878,57,18,16,57.666666666666664
1983,105,m,4,2,2,1878,8,4,2,8.666666666666666
1984,105,f,24,12,12,1879,66,19,13,68
1984,105,m,10,5,5,1879,20,2,2,20
1985,105,f,22,14,8,1880,66,12,12,66
1985,105,m,3,2,1,1880,9,5,5,9
1986,105,f,35,13,22,1881,87,14,8,89
1986,105,m,5,2,3,1881,8,2,1,8.333333333333334
1987,105,f,27,17,10,1882,72,13,22,69
1987,105,m,3,3,0,1882,8,2,3,7.666666666666667
1988,105,f,40,22,18,1883,92,17,10,94.33333333333333
1988,105,m,3,1,2,1883,12,3,0,13
1989,105,f,35,18,17,1884,95,22,18,96.33333333333333
1989,105,m,3,2,1,1884,12,1,2,11.666666666666666
1990,105,f,48,25,23,1885,102,18,17,102.33333333333333
1990,105,m,4,3,1,1885,16,2,1,16.333333333333332
1991,105,f,46,24,22,1886,111,25,23,111.66666666666667
1991,105,m,5,2,3,1886,11,3,1,11.666666666666666
1992,105,f,63,36,27,1887,145,24,22,145.66666666666666
1992,105,m,6,4,2,1887,12,2,3,11.666666666666666
1993,105,f,67,37,30,1888,137,36,27,140
1993,105,m,6,3,3,1888,11,4,2,11.666666666666666
1994,105,f,76,39,37,1889,170,37,30,172.33333333333334
1994,105,m,9,4,5,1889,16,3,3,16
1995,105,f,78,44,34,1890,166,39,37,166.66666666666666
1995,105,m,8,4,4,1890,22,4,5,21.666666666666668
1996,105,f,87,45,42,1891,182,44,34,185.33333333333334
1996,105,m,11,7,4,1891,15,4,4,15
1997,105,f,80,43,37,1892,177,45,42,178
1997,105,m,10,4,6,1892,16,7,4,17
1998,105,f,100,50,50,1893,224,43,37,226
1998,105,m,11,6,5,1893,25,4,6,24.333333333333332
1999,105,f,90,44,46,1894,225,50,50,225
1999,105,m,14,8,6,1894,23,6,5,23.333333333333332
2000,105,f,100,55,45,1895,239,44,46,238.33333333333334
2000,105,m,7,4,3,1895,15,8,6,15.666666666666666
2001,105,f,115,66,49,1896,260,55,45,263.3333333333333
2001,105,m,15,7,8,1896,29,4,3,29.333333333333332
2002,105,f,132,57,75,1897,283,66,49,288.6666666666667
2002,105,m,8,4,4,1897,21,7,8,20.666666666666668
2003,105,f,131,76,55,1898,308,57,75,302
2003,105,m,14,6,8,1898,24,4,4,24
2004,105,f,119,67,52,1899,279,76,55,286
2004,105,m,9,5,4,1899,22,6,8,21.333333333333332
2005,105,f,154,91,63,1900,352,67,52,357
2005,105,m,16,8,8,1900,46,5,4,46.333333333333336
2006,105,f,174,91,83,1901,399,91,63,408.3333333333333
2006,105,m,22,12,10,1901,41,8,8,41
2007,105,f,223,101,122,1902,463,91,83,465.6666666666667
2007,105,m,18,10,8,1902,42,12,10,42.666666666666664
2008,105,f,217,108,109,1903,500,101,122,493
2008,105,m,23,11,12,1903,44,10,8,44.666666666666664
2009,105,f,208,102,106,1904,487,108,109,486.6666666666667
2009,105,m,17,7,10,1904,47,11,12,46.666666666666664
2010,105,f,249,137,112,1905,529,102,106,527.6666666666666
2010,105,m,30,16,14,1905,48,7,10,47
2011,105,f,275,131,144,1906,613,137,112,621.3333333333334
2011,105,m,28,16,12,1906,55,16,14,55.666666666666664
1979,106,f,8,4,4,1873,11,13,8,12.666666666666666
1979,106,m,1,1,0,1873,6,2,0,6.666666666666667
1980,106,f,9,4,5,1874,24,4,4,24
1980,106,m,1,1,0,1874,2,1,0,2.3333333333333335
1981,106,f,10,7,3,1875,22,4,5,21.666666666666668
1981,106,m,1,1,0,1875,1,1,0,1.3333333333333333
1982,106,f,12,6,6,1876,29,7,3,30.333333333333332
1982,106,m,4,3,1,1876,5,1,0,5.333333333333333
1983,106,f,5,4,1,1877,26,6,6,26
1983,106,m,1,1,0,1877,2,3,1,2.6666666666666665
1984,106,f,10,6,4,1878,25,4,1,26
1984,106,m,2,1,1,1878,4,1,0,4.333333333333333
1985,106,f,18,4,14,1879,42,6,4,42.666666666666664
1985,106,m,1,0,1,1879,10,1,1,10
1986,106,f,19,8,11,1880,44,4,14,40.666666666666664
1986,106,m,1,0,1,1880,6,0,1,5.666666666666667
1987,106,f,19,13,6,1881,52,8,11,51
1987,106,m,1,1,0,1881,3,0,1,2.6666666666666665
1988,106,f,20,12,8,1882,45,13,6,47.333333333333336
1988,106,m,4,4,0,1882,5,1,0,5.333333333333333
1989,106,f,20,12,8,1883,52,12,8,53.333333333333336
1989,106,m,5,4,1,1883,9,4,0,10.333333333333334
1990,106,f,26,15,11,1884,60,12,8,61.333333333333336
1990,106,m,3,3,0,1884,9,4,1,10
1991,106,f,28,16,12,1885,54,15,11,55.333333333333336
1991,106,m,3,2,1,1885,12,3,0,13
1992,106,f,31,13,18,1886,65,16,12,66.33333333333333
1992,106,m,2,1,1,1886,6,2,1,6.333333333333333
1993,106,f,40,21,19,1887,82,13,18,80.33333333333333
1993,106,m,2,2,0,1887,6,1,1,6
1994,106,f,33,18,15,1888,70,21,19,70.66666666666667
1994,106,m,2,2,0,1888,5,2,0,5.666666666666667
1995,106,f,45,21,24,1889,94,18,15,95
1995,106,m,4,1,3,1889,7,2,0,7.666666666666667
1996,106,f,41,20,21,1890,88,21,24,87
1996,106,m,7,4,3,1890,14,1,3,13.333333333333334
1997,106,f,47,22,25,1891,95,20,21,94.66666666666667
1997,106,m,1,0,1,1891,4,4,3,4.333333333333333
1998,106,f,43,26,17,1892,97,22,25,96
1998,106,m,5,3,2,1892,6,0,1,5.666666666666667
1999,106,f,58,30,28,1893,124,26,17,127
1999,106,m,7,4,3,1893,14,3,2,14.333333333333334
2000,106,f,66,34,32,1894,135,30,28,135.66666666666666
2000,106,m,5,4,1,1894,9,4,3,9.333333333333334
2001,106,f,74,48,26,1895,139,34,32,139.66666666666666
2001,106,m,6,0,6,1895,8,4,1,9
2002,106,f,80,32,48,1896,145,48,26,152.33333333333334
2002,106,m,7,2,5,1896,14,0,6,12
2003,106,f,77,34,43,1897,151,32,48,145.66666666666666
2003,106,m,5,4,1,1897,13,2,5,12
2004,106,f,92,49,43,1898,177,34,43,174
2004,106,m,6,3,3,1898,10,4,1,11
2005,106,f,66,29,37,1899,160,49,43,162
2005,106,m,7,4,3,1899,13,3,3,13
2006,106,f,72,40,32,1900,198,29,37,195.33333333333334
2006,106,m,7,3,4,1900,30,4,3,30.333333333333332
2007,106,f,97,52,45,1901,225,40,32,227.66666666666666
2007,106,m,6,3,3,1901,19,3,4,18.666666666666668
2008,106,f,111,56,55,1902,240,52,45,242.33333333333334
2008,106,m,18,5,13,1902,24,3,3,24
2009,106,f,115,67,48,1903,283,56,55,283.3333333333333
2009,106,m,12,7,5,1903,21,5,13,18.333333333333332
2010,106,f,136,81,55,1904,279,67,48,285.3333333333333
2010,106,m,15,8,7,1904,30,7,5,30.666666666666668
2011,106,f,134,58,76,1905,280,81,55,288.6666666666667
2011,106,m,11,10,1,1905,18,8,7,18.333333333333332
2012,106,f,165,83,82,1906,338,58,76,332
2012,106,m,17,9,8,1906,27,10,1,30
1980,107,f,2,2,0,1873,3,3,3,3
1980,107,m,4,2,2,1873,5,1,0,5.333333333333333
1981,107,f,6,4,2,1874,15,2,0,15.666666666666666
1981,107,m,0,0,0,1874,1,2,2,1
1982,107,f,4,4,0,1875,12,4,2,12.666666666666666
1982,107,m,0,0,0,1875,0,0,0,0
1983,107,f,9,3,6,1876,17,4,0,18.333333333333332
1983,107,m,0,0,0,1876,1,0,0,1
1984,107,f,15,8,7,1877,21,3,6,20
1984,107,m,1,0,1,1877,1,0,0,1
1985,107,f,5,3,2,1878,15,8,7,15.333333333333334
1985,107,m,1,0,1,1878,2,0,1,1.6666666666666667
1986,107,f,4,3,1,1879,24,3,2,24.333333333333332
1986,107,m,5,2,3,1879,9,0,1,8.666666666666666
1987,107,f,14,9,5,1880,25,3,1,25.666666666666668
1987,107,m,3,3,0,1880,5,2,3,4.666666666666667
1988,107,f,17,8,9,1881,33,9,5,34.333333333333336
1988,107,m,2,2,0,1881,2,3,0,3
1989,107,f,13,6,7,1882,25,8,9,24.666666666666668
1989,107,m,0,0,0,1882,1,2,0,1.6666666666666665
1990,107,f,9,5,4,1883,32,6,7,31.666666666666668
1990,107,m,3,1,2,1883,4,0,0,4
1991,107,f,9,5,4,1884,34,5,4,34.333333333333336
1991,107,m,0,0,0,1884,6,1,2,5.666666666666667
1992,107,f,17,12,5,1885,26,5,4,26.333333333333332
1992,107,m,5,2,3,1885,9,0,0,9
1993,107,f,17,8,9,1886,34,12,5,36.333333333333336
1993,107,m,1,0,1,1886,4,2,3,3.6666666666666665
1994,107,f,20,14,6,1887,42,8,9,41.666666666666664
1994,107,m,2,1,1,1887,4,0,1,3.6666666666666665
1995,107,f,14,8,6,1888,37,14,6,39.666666666666664
1995,107,m,1,0,1,1888,3,1,1,3
1996,107,f,23,9,14,1889,49,8,6,49.666666666666664
1996,107,m,1,1,0,1889,3,0,1,2.6666666666666665
1997,107,f,27,14,13,1890,47,9,14,45.333333333333336
1997,107,m,3,1,2,1890,7,1,0,7.333333333333333
1998,107,f,26,16,10,1891,48,14,13,48.333333333333336
1998,107,m,1,1,0,1891,3,1,2,2.6666666666666665
1999,107,f,29,14,15,1892,54,16,10,56
1999,107,m,0,0,0,1892,1,1,0,1.3333333333333333
2000,107,f,29,15,14,1893,66,14,15,65.66666666666667
2000,107,m,4,2,2,1893,7,0,0,7
2001,107,f,41,22,19,1894,69,15,14,69.33333333333333
2001,107,m,1,0,1,1894,4,2,2,4
2002,107,f,32,18,14,1895,65,22,19,66
2002,107,m,0,0,0,1895,2,0,1,1.6666666666666667
2003,107,f,31,19,12,1896,65,18,14,66.33333333333333
2003,107,m,5,2,3,1896,7,0,0,7
2004,107,f,37,23,14,1897,74,19,12,76.33333333333333
2004,107,m,4,4,0,1897,8,2,3,7.666666666666667
2005,107,f,44,24,20,1898,85,23,14,88
2005,107,m,1,1,0,1898,4,4,0,5.333333333333333
2006,107,f,46,22,24,1899,94,24,20,95.33333333333333
2006,107,m,3,2,1,1899,6,1,0,6.333333333333333
2007,107,f,55,36,19,1900,126,22,24,125.33333333333333
2007,107,m,7,4,3,1900,23,2,1,23.333333333333332
2008,107,f,72,38,34,1901,128,36,19,133.66666666666666
2008,107,m,6,3,3,1901,13,4,3,13.333333333333334
2009,107,f,69,34,35,1902,129,38,34,130.33333333333334
2009,107,m,4,2,2,1902,6,3,3,6
2010,107,f,81,44,37,1903,168,34,35,167.66666666666666
2010,107,m,2,1,1,1903,9,2,2,9
2011,107,f,75,30,45,1904,143,44,37,145.33333333333334
2011,107,m,9,5,4,1904,15,1,1,15
2012,107,f,62,30,32,1905,146,30,45,141
2012,107,m,3,3,0,1905,7,5,4,7.333333333333333
2013,107,f,71,47,24,1906,173,30,32,172.33333333333334
2013,107,m,4,4,0,1906,10,3,0,11
1981,108,f,0,0,0,1873,1,0,1,0.6666666666666667
1981,108,m,1,1,0,1873,1,0,0,1
1982,108,f,4,1,3,1874,9,0,0,9
1982,108,m,0,0,0,1874,1,1,0,1.3333333333333333
1983,108,f,3,0,3,1875,8,1,3,7.333333333333333
1983,108,m,0,0,0,1875,0,0,0,0
1984,108,f,6,1,5,1876,8,0,3,7
1984,108,m,1,0,1,1876,1,0,0,1
1985,108,f,6,4,2,1877,6,1,5,4.666666666666667
1985,108,m,0,0,0,1877,0,0,1,0
1986,108,f,5,1,4,1878,10,4,2,10.666666666666666
1986,108,m,0,0,0,1878,1,0,0,1
1987,108,f,8,6,2,1879,20,1,4,19
1987,108,m,0,0,0,1879,4,0,0,4
1988,108,f,6,2,4,1880,11,6,2,12.333333333333334
1988,108,m,2,1,1,1880,2,0,0,2
1989,108,f,8,4,4,1881,16,2,4,15.333333333333334
1989,108,m,0,0,0,1881,0,1,1,0
1990,108,f,7,0,7,1882,12,4,4,12
1990,108,m,0,0,0,1882,1,0,0,1
1991,108,f,11,7,4,1883,23,0,7,20.666666666666668
1991,108,m,1,1,0,1883,1,0,0,1
1992,108,f,15,10,5,1884,25,7,4,26
1992,108,m,2,2,0,1884,6,1,0,6.333333333333333
1993,108,f,4,3,1,1885,9,10,5,10.666666666666666
1993,108,m,0,0,0,1885,4,2,0,4.666666666666667
1994,108,f,6,2,4,1886,17,3,1,17.666666666666668
1994,108,m,2,1,1,1886,3,0,0,3
1995,108,f,10,3,7,1887,22,2,4,21.333333333333332
1995,108,m,1,1,0,1887,2,1,1,2
1996,108,f,9,6,3,1888,23,3,7,21.666666666666668
1996,108,m,2,1,1,1888,2,1,0,2.3333333333333335
1997,108,f,9,3,6,1889,26,6,3,27
1997,108,m,1,1,0,1889,2,1,1,2
1998,108,f,10,6,4,1890,20,3,6,19
1998,108,m,3,2,1,1890,4,1,0,4.333333333333333
1999,108,f,10,6,4,1891,22,6,4,22.666666666666668
1999,108,m,1,0,1,1891,2,2,1,2.3333333333333335
2000,108,f,12,5,7,1892,25,6,4,25.666666666666668
2000,108,m,0,0,0,1892,1,0,1,0.6666666666666667
2001,108,f,21,9,12,1893,37,5,7,36.333333333333336
2001,108,m,2,2,0,1893,3,0,0,3
2002,108,f,17,7,10,1894,28,9,12,27
2002,108,m,2,1,1,1894,3,2,0,3.6666666666666665
2003,108,f,18,13,5,1895,33,7,10,32
2003,108,m,1,1,0,1895,2,1,1,2
2004,108,f,24,13,11,1896,34,13,5,36.666666666666664
2004,108,m,1,0,1,1896,2,1,0,2.3333333333333335
2005,108,f,20,7,13,1897,37,13,11,37.666666666666664
2005,108,m,2,2,0,1897,4,0,1,3.6666666666666665
2006,108,f,22,13,9,1898,41,7,13,39
2007,108,f,28,12,16,1899,48,13,9,49.333333333333336
2007,108,m,2,1,1,1899,3,2,0,3.6666666666666665
2008,108,f,39,18,21,1900,71,12,16,69.66666666666667
2008,108,m,11,9,2,1900,16,1,1,16
2009,108,f,30,12,18,1901,56,18,21,55
2009,108,m,4,1,3,1901,7,9,2,9.333333333333332
2010,108,f,32,13,19,1902,60,12,18,58
2010,108,m,2,2,0,1902,2,1,3,1.3333333333333335
2011,108,f,40,19,21,1903,87,13,19,85
2011,108,m,5,5,0,1903,7,2,0,7.666666666666667
2012,108,f,31,15,16,1904,68,19,21,67.33333333333333
2012,108,m,5,3,2,1904,6,5,0,7.666666666666666
2013,108,f,46,28,18,1905,84,15,16,83.66666666666667
2013,108,m,2,2,0,1905,4,3,2,4.333333333333333
2014,108,f,37,19,18,1906,102,28,18,105.33333333333333
2014,108,m,3,3,0,1906,6,2,0,6.666666666666667
1982,109,f,1,1,0,1873,1,0,0,1
1982,109,m,0,0,0,1873,0,0,0,0
1983,109,f,3,3,0,1874,5,1,0,5.333333333333333
1983,109,m,0,0,0,1874,1,0,0,1
1984,109,f,1,1,0,1875,5,3,0,6
1984,109,m,0,0,0,1875,0,0,0,0
1985,109,f,1,1,0,1876,2,1,0,2.3333333333333335
1985,109,m,0,0,0,1876,0,0,0,0
1986,109,f,0,0,0,1877,0,1,0,0
1986,109,m,0,0,0,1877,0,0,0,0
1987,109,f,2,2,0,1878,5,0,0,5
1987,109,m,0,0,0,1878,1,0,0,1
1988,109,f,5,2,3,1879,12,2,0,12.666666666666666
1988,109,m,2,1,1,1879,4,0,0,4
1989,109,f,3,2,1,1880,5,2,3,4.666666666666667
1989,109,m,0,0,0,1880,0,1,1,0
1990,109,f,3,2,1,1881,8,2,1,8.333333333333334
1990,109,m,0,0,0,1881,0,0,0,0
1991,109,f,4,1,3,1882,5,2,1,5.333333333333333
1991,109,m,0,0,0,1882,1,0,0,1
1992,109,f,5,1,4,1883,12,1,3,11.333333333333334
1992,109,m,0,0,0,1883,0,0,0,0
1993,109,f,4,2,2,1884,10,1,4,9
1993,109,m,0,0,0,1884,4,0,0,4
1994,109,f,5,1,4,1885,5,2,2,5
1994,109,m,1,1,0,1885,4,0,0,4
1995,109,f,6,4,2,1886,11,1,4,10
1995,109,m,0,0,0,1886,1,1,0,1.3333333333333333
1996,109,f,8,2,6,1887,12,4,2,12.666666666666666
1996,109,m,1,0,1,1887,1,0,0,1
1997,109,f,6,2,4,1888,14,2,6,12.666666666666666
1997,109,m,0,0,0,1888,0,0,1,0
1998,109,f,9,5,4,1889,17,2,4,16.333333333333332
1998,109,m,0,0,0,1889,1,0,0,1
1999,109,f,4,0,4,1890,10,5,4,10.333333333333334
1999,109,m,0,0,0,1890,1,0,0,1
2000,109,f,8,7,1,1891,12,0,4,10.666666666666666
2000,109,m,1,0,1,1891,1,0,0,1
2001,109,f,5,1,4,1892,13,7,1,15
2001,109,m,0,0,0,1892,1,0,1,0.6666666666666667
2002,109,f,6,4,2,1893,16,1,4,15
2002,109,m,1,1,0,1893,1,0,0,1
2003,109,f,8,8,0,1894,11,4,2,11.666666666666666
2003,109,m,1,1,0,1894,1,1,0,1.3333333333333333
2004,109,f,10,6,4,1895,15,8,0,17.666666666666668
2004,109,m,1,0,1,1895,1,1,0,1.3333333333333333
2005,109,f,7,5,2,1896,10,6,4,10.666666666666666
2005,109,m,1,1,0,1896,1,0,1,0.6666666666666667
2006,109,f,8,3,5,1897,17,5,2,18
2007,109,f,7,5,2,1898,19,3,5,18.333333333333332
2007,109,m,1,1,0,1898,3,1,0,3.3333333333333335
2008,109,f,14,10,4,1899,20,5,2,21
2008,109,m,1,1,0,1899,1,1,0,1.3333333333333333
2009,109,f,18,13,5,1900,32,10,4,34
2009,109,m,4,4,0,1900,5,1,0,5.333333333333333
2010,109,f,10,3,7,1901,26,13,5,28.666666666666668
2010,109,m,3,1,2,1901,3,4,0,4.333333333333333
2011,109,f,15,5,10,1902,28,3,7,26.666666666666668
2012,109,f,29,18,11,1903,47,5,10,45.333333333333336
2012,109,m,1,1,0,1903,2,1,2,1.6666666666666667
2013,109,f,19,9,10,1904,37,18,11,39.333333333333336
2013,109,m,1,1,0,1904,1,1,0,1.3333333333333333
2014,109,f,18,11,7,1905,38,9,10,37.666666666666664
2014,109,m,2,2,0,1905,2,1,0,2.3333333333333335
2015,109,f,34,17,17,1906,65,11,7,66.33333333333333
2015,109,m,1,1,0,1906,3,2,0,3.6666666666666665
1988,110,f,1,1,0,1878,3,0,0,3
1988,110,m,0,0,0,1878,1,0,0,1
1989,110,f,1,0,1,1879,7,1,0,7.333333333333333
1989,110,m,1,0,1,1879,2,0,0,2
1990,110,f,1,1,0,1880,2,0,1,1.6666666666666667
1990,110,m,0,0,0,1880,0,0,1,0
1991,110,f,2,1,1,1881,5,1,0,5.333333333333333
1991,110,m,0,0,0,1881,0,0,0,0
1992,110,f,0,0,0,1882,1,1,1,1
1992,110,m,1,1,0,1882,1,0,0,1
1993,110,f,4,4,0,1883,7,0,0,7
1993,110,m,0,0,0,1883,0,1,0,0
1994,110,f,4,4,0,1884,6,4,0,7.333333333333333
1994,110,m,1,1,0,1884,4,0,0,4
1995,110,f,0,0,0,1885,0,4,0,0
1995,110,m,2,0,2,1885,3,1,0,3.3333333333333335
1996,110,f,0,0,0,1886,5,0,0,5
1996,110,m,1,0,1,1886,1,0,2,0.33333333333333337
1997,110,f,3,2,1,1887,4,0,0,4
1997,110,m,0,0,0,1887,0,0,1,0
1998,110,f,4,2,2,1888,8,2,1,8.333333333333334
1998,110,m,0,0,0,1888,0,0,0,0
1999,110,f,5,3,2,1889,8,2,2,8
1999,110,m,0,0,0,1889,1,0,0,1
2000,110,f,3,3,0,1890,6,3,2,6.333333333333333
2000,110,m,1,0,1,1890,1,0,0,1
2001,110,f,1,0,1,1891,4,3,0,5
2001,110,m,0,0,0,1891,0,0,1,0
2002,110,f,3,3,0,1892,8,0,1,7.666666666666667
2002,110,m,0,0,0,1892,1,0,0,1
2003,110,f,3,3,0,1893,10,3,0,11
2003,110,m,0,0,0,1893,0,0,0,0
2004,110,f,1,1,0,1894,3,3,0,4
2004,110,m,0,0,0,1894,0,0,0,0
2006,110,f,3,1,2,1896,3,1,0,3.3333333333333335
2007,110,f,7,4,3,1897,9,1,2,8.666666666666666
2007,110,m,2,2,0,1897,2,0,0,2
2008,110,f,9,2,7,1898,12,4,3,12.333333333333334
2008,110,m,1,1,0,1898,2,2,0,2.6666666666666665
2009,110,f,6,2,4,1899,6,2,7,4.333333333333334
2010,110,f,8,3,5,1900,14,2,4,13.333333333333334
2011,110,f,5,3,2,1901,16,3,5,15.333333333333334
2012,110,f,7,5,2,1902,13,3,2,13.333333333333334
2013,110,f,5,3,2,1903,18,5,2,19
2014,110,f,12,9,3,1904,18,3,2,18.333333333333332
2015,110,f,10,6,4,1905,20,9,3,22
2016,110,f,19,13,6,1906,31,6,4,31.666666666666668
2016,110,m,1,1,0,1906,2,1,0,2.3333333333333335
1988,111,f,0,0,0,1877,0,0,0,0
1988,111,m,0,0,0,1877,0,0,0,0
1989,111,f,0,0,0,1878,2,0,0,2
1989,111,m,0,0,0,1878,1,0,0,1
1990,111,f,1,1,0,1879,6,0,0,6
1990,111,m,1,0,1,1879,1,0,0,1
1991,111,f,1,1,0,1880,1,1,0,1.3333333333333333
1991,111,m,0,0,0,1880,0,0,1,0
1992,111,f,0,0,0,1881,3,1,0,3.3333333333333335
1992,111,m,0,0,0,1881,0,0,0,0
1993,111,f,1,0,1,1882,1,0,0,1
1993,111,m,0,0,0,1882,0,0,0,0
1994,111,f,0,0,0,1883,3,0,1,2.6666666666666665
1994,111,m,0,0,0,1883,0,0,0,0
1995,111,f,1,0,1,1884,2,0,0,2
1995,111,m,1,1,0,1884,3,0,0,3
1996,111,f,0,0,0,1885,0,0,1,0
1996,111,m,0,0,0,1885,1,1,0,1.3333333333333333
1997,111,f,1,0,1,1886,5,0,0,5
1997,111,m,0,0,0,1886,0,0,0,0
1998,111,f,1,0,1,1887,1,0,1,0.6666666666666667
1998,111,m,0,0,0,1887,0,0,0,0
1999,111,f,2,2,0,1888,4,0,1,3.6666666666666665
1999,111,m,0,0,0,1888,0,0,0,0
2000,111,f,2,0,2,1889,3,2,0,3.6666666666666665
2000,111,m,0,0,0,1889,1,0,0,1
2001,111,f,1,0,1,1890,3,0,2,2.3333333333333335
2001,111,m,0,0,0,1890,0,0,0,0
2002,111,f,1,0,1,1891,3,0,1,2.6666666666666665
2002,111,m,0,0,0,1891,0,0,0,0
2003,111,f,4,2,2,1892,5,0,1,4.666666666666667
2003,111,m,1,1,0,1892,1,0,0,1
2004,111,f,3,2,1,1893,7,2,2,7
2004,111,m,0,0,0,1893,0,1,0,0
2005,111,f,1,1,0,1894,2,2,1,2.3333333333333335
2006,111,f,2,2,0,1895,5,1,0,5.333333333333333
2009,111,f,1,1,0,1898,3,2,0,3.6666666666666665
2011,111,f,5,2,3,1900,6,1,0,6.333333333333333
2012,111,f,8,6,2,1901,11,2,3,10.666666666666666
2013,111,f,6,4,2,1902,6,6,2,7.333333333333333
2014,111,f,10,5,5,1903,13,4,2,13.666666666666666
2014,111,m,1,1,0,1903,1,0,0,1
2015,111,f,5,4,1,1904,6,5,5,6
2016,111,f,6,2,4,1905,10,4,1,11
2017,111,f,10,5,5,1906,12,2,4,11.333333333333334
1988,112,f,1,1,0,1876,1,0,0,1
1988,112,m,0,0,0,1876,0,0,0,0
1989,112,f,0,0,0,1877,0,1,0,0
1989,112,m,0,0,0,1877,0,0,0,0
1990,112,f,1,0,1,1878,2,0,0,2
1990,112,m,0,0,0,1878,1,0,0,1
1991,112,f,2,2,0,1879,5,0,1,4.666666666666667
1991,112,m,0,0,0,1879,0,0,0,0
1992,112,f,0,0,0,1880,0,2,0,0
1992,112,m,0,0,0,1880,0,0,0,0
1993,112,f,1,0,1,1881,3,0,0,3
1993,112,m,0,0,0,1881,0,0,0,0
1994,112,f,0,0,0,1882,0,0,1,0
1994,112,m,0,0,0,1882,0,0,0,0
1995,112,f,2,2,0,1883,3,0,0,3
1995,112,m,0,0,0,1883,0,0,0,0
1996,112,f,1,1,0,1884,1,2,0,1.6666666666666665
1996,112,m,1,1,0,1884,2,0,0,2
1997,112,f,0,0,0,1885,0,1,0,0
1997,112,m,0,0,0,1885,1,1,0,1.3333333333333333
1998,112,f,3,2,1,1886,4,0,0,4
1998,112,m,0,0,0,1886,0,0,0,0
1999,112,f,0,0,0,1887,0,2,1,0
1999,112,m,0,0,0,1887,0,0,0,0
2000,112,f,1,1,0,1888,2,0,0,2
2000,112,m,0,0,0,1888,0,0,0,0
2001,112,f,1,1,0,1889,1,1,0,1.3333333333333333
2001,112,m,0,0,0,1889,1,0,0,1
2002,112,f,0,0,0,1890,2,1,0,2.3333333333333335
2002,112,m,0,0,0,1890,0,0,0,0
2003,112,f,1,1,0,1891,2,0,0,2
2003,112,m,0,0,0,1891,0,0,0,0
2004,112,f,0,0,0,1892,1,1,0,1.3333333333333333
2004,112,m,0,0,0,1892,0,0,0,0
2005,112,f,3,1,2,1893,4,0,0,4
2007,112,f,3,3,0,1895,3,1,2,2.6666666666666665
2009,112,f,1,1,0,1897,2,3,0,3
2010,112,m,1,1,0,1898,1,0,0,1
2012,112,f,1,1,0,1900,1,1,0,1.3333333333333333
2013,112,f,1,1,0,1901,3,1,0,3.3333333333333335
2017,112,f,2,2,0,1905,4,1,0,4.333333333333333
2018,112,m,1,1,0,1906,1,1,0,1.3333333333333333
1988,113,f,0,0,0,1875,4,0,0,4
1988,113,m,0,0,0,1875,0,0,0,0
1989,113,f,0,0,0,1876,0,0,0,0
1989,113,m,0,0,0,1876,0,0,0,0
1990,113,f,0,0,0,1877,0,0,0,0
1990,113,m,0,0,0,1877,0,0,0,0
1991,113,f,0,0,0,1878,1,0,0,1
1991,113,m,0,0,0,1878,1,0,0,1
1992,113,f,1,0,1,1879,3,0,0,3
1992,113,m,0,0,0,1879,0,0,0,0
1993,113,f,0,0,0,1880,0,0,1,0
1993,113,m,0,0,0,1880,0,0,0,0
1994,113,f,1,1,0,1881,2,0,0,2
1994,113,m,0,0,0,1881,0,0,0,0
1995,113,f,0,0,0,1882,0,1,0,0
1995,113,m,0,0,0,1882,0,0,0,0
1996,113,f,1,0,1,1883,1,0,0,1
1996,113,m,0,0,0,1883,0,0,0,0
1997,113,f,0,0,0,1884,0,0,1,0
1997,113,m,1,1,0,1884,1,0,0,1
1998,113,f,0,0,0,1885,0,0,0,0
1998,113,m,0,0,0,1885,1,1,0,1.3333333333333333
1999,113,f,0,0,0,1886,1,0,0,1
1999,113,m,0,0,0,1886,0,0,0,0
2000,113,f,0,0,0,1887,0,0,0,0
2000,113,m,0,0,0,1887,0,0,0,0
2001,113,f,1,0,1,1888,1,0,0,1
2001,113,m,0,0,0,1888,0,0,0,0
2002,113,f,0,0,0,1889,0,0,1,0
2002,113,m,0,0,0,1889,1,0,0,1
2003,113,f,0,0,0,1890,2,0,0,2
2003,113,m,0,0,0,1890,0,0,0,0
2004,113,f,0,0,0,1891,1,0,0,1
2004,113,m,0,0,0,1891,0,0,0,0
2007,113,f,1,1,0,1894,1,0,0,1
2011,113,f,1,1,0,1898,2,1,0,2.3333333333333335
2016,113,f,2,2,0,1903,3,1,0,3.3333333333333335
2018,113,f,1,1,0,1905,2,2,0,2.6666666666666665
2019,113,f,1,1,0,1906,2,1,0,2.3333333333333335
1988,114,f,1,1,0,1874,2,0,0,2
1988,114,m,1,0,1,1874,1,0,0,1
1989,114,f,1,1,0,1875,4,1,0,4.333333333333333
1989,114,m,0,0,0,1875,0,0,1,0
1990,114,f,0,0,0,1876,0,1,0,0
1990,114,m,0,0,0,1876,0,0,0,0
1991,114,f,0,0,0,1877,0,0,0,0
1991,114,m,0,0,0,1877,0,0,0,0
