COUNTRY;IDL_ID;AGEYEARS;DAYSSINCEBD;AGEDAYS;SEX;BIRTH_DAY;BIRTH_MONTH;BIRTH_YEAR;DEATH_DAY;DEATH_MONTH;DEATH_YEAR;BIRTH_COUNTRY;BIRTH_LOCALITY;DEATH_COUNTRY;DEATH_LOCALITY;VALIDATION
FRA;FRA1913201911263;106;85;38801;F;17;4;1913;11;7;2019;FRA;FRH03;FRA;FRH03;SAMPLE OUT
FRA;FRA1913201911207;106;191;38907;F;2;1;1913;12;7;2019;FRA;FRK22;FRA;FRK22;SAMPLE OUT
FRA;FRA1913201911136;106;19;38735;F;15;2;1913;6;3;2019;FRA;FRC21;FRA;FRC21;SAMPLE OUT
FRA;FRA1912201911128;106;350;39066;F;9;3;1912;22;2;2019;FRA;FRC21;FRA;FRC22;SAMPLE OUT
FRA;FRA1913201911132;106;13;38729;F;27;3;1913;9;4;2019;FRA;FRD12;FRA;FRH04;SAMPLE OUT
FRA;FRA1912201911217;106;302;39018;F;13;6;1912;11;4;2019;FRA;FRJ28;FRA;FRJ28;SAMPLE OUT
FRA;FRA1913201911118;106;7;38723;F;11;8;1913;18;8;2019;FRA;FRG05;FRA;FRG05;SAMPLE OUT
FRA;FRA1912201911131;106;122;38838;F;12;10;1912;11;2;2019;FRA;FRG03;FRA;FRG03;SAMPLE OUT
FRA;FRA1913201911167;106;95;38811;F;5;9;1913;9;12;2019;FRA;FRL06;FRA;FRL04;SAMPLE OUT
FRA;FRA1913201911150;106;5;38721;F;6;9;1913;11;9;2019;FRA;FR101;FRA;FRK12;SAMPLE OUT
FRA;FRA1912201911232;106;204;38920;F;15;12;1912;7;7;2019;FRA;FRF31;FRA;FRF31;SAMPLE OUT
FRA;FRA1912201911058;106;261;38977;F;16;6;1912;4;3;2019;FRA;FRI33;FRA;FRI33;SAMPLE OUT
FRA;FRA1912201911170;106;308;39024;F;6;8;1912;10;6;2019;FRA;FR101;FRA;FRK24;SAMPLE OUT
FRA;FRA1912201911143;106;52;38768;F;15;12;1912;5;2;2019;FRA;FRK24;FRA;FRK27;SAMPLE OUT
FRA;FRA1913201911155;106;179;38895;F;1;2;1913;30;7;2019;FRA;FRD13;FRA;FRB02;SAMPLE OUT
FRA;FRA1913201911124;106;34;38750;F;6;6;1913;10;7;2019;FRA;FRG04;FRA;FRG04;SAMPLE OUT
FRA;FRA1912201911204;106;325;39041;F;24;4;1912;15;3;2019;FRA;FRI32;FRA;FRI32;SAMPLE OUT
FRA;FRA1913201911261;106;89;38805;F;14;1;1913;13;4;2019;FRA;FRI12;FRA;FRI15;SAMPLE OUT
FRA;FRA1913201911141;106;188;38904;F;29;3;1913;3;10;2019;FRA;FRI12;FRA;FRI12;SAMPLE OUT
FRA;FRA1913201911165;106;72;38788;F;28;2;1913;11;5;2019;FRA;FRH01;FRA;FRH01;SAMPLE OUT
FRA;FRA1913201911067;106;15;38731;F;13;10;1913;28;10;2019;FRA;FRF11;FRA;FRF11;SAMPLE OUT
FRA;FRA1912201911209;106;180;38896;F;13;7;1912;9;1;2019;FRA;FRI12;FRA;FR101;SAMPLE OUT
FRA;FRA1913201911159;106;297;39013;F;7;1;1913;31;10;2019;FRA;FRD12;FRA;FRD12;SAMPLE OUT
FRA;FRA1913201911249;106;256;38972;F;14;4;1913;26;12;2019;FRA;FRB05;FRA;FRL05;SAMPLE OUT
FRA;FRA1913201911253;106;79;38795;F;23;7;1913;10;10;2019;FRA;FRG02;FRA;FRG02;SAMPLE OUT
FRA;FRA1913201911080;106;30;38746;F;8;9;1913;8;10;2019;FRA;FRB01;FRA;FRC12;SAMPLE OUT
FRA;FRA1913201911248;106;118;38834;F;27;5;1913;22;9;2019;FRA;FRF24;FRA;FR105;SAMPLE OUT
FRA;FRA1912201911218;106;105;38821;F;3;11;1912;16;2;2019;FRA;FRM02;FRA;FRL03;SAMPLE OUT
FRA;FRA1913201911175;106;113;38829;F;26;6;1913;17;10;2019;FRA;FRE11;FRA;FRD22;SAMPLE OUT
FRA;FRA1913201911123;106;56;38772;F;1;7;1913;26;8;2019;FRA;FR101;FRA;FRL04;SAMPLE OUT
FRA;FRA1912201911156;106;324;39040;F;15;9;1912;5;8;2019;FRA;FRD22;FRA;FRD22;SAMPLE OUT
FRA;FRA1913201911107;106;26;38742;F;3;7;1913;29;7;2019;FRA;FR101;FRA;FR101;SAMPLE OUT
FRA;FRA1913201911197;106;12;38728;F;2;9;1913;14;9;2019;FRA;FRK26;FRA;FRK24;SAMPLE OUT
FRA;FRA1912201911215;106;128;38844;F;27;10;1912;4;3;2019;FRA;FRK21;FRA;FRG05;SAMPLE OUT
FRA;FRA1913201911200;106;13;38729;F;12;2;1913;25;2;2019;FRA;FRE23;FRA;FRB01;SAMPLE OUT
FRA;FRA1912201911274;106;293;39009;F;16;6;1912;5;4;2019;FRA;FRY20;FRA;FRY20;SAMPLE OUT
FRA;FRA1912201911145;106;338;39055;F;12;2;1912;16;1;2019;FRA;FRL04;FRA;FRL04;SAMPLE OUT
FRA;FRA1912201911219;106;51;38767;F;27;12;1912;16;2;2019;FRA;FRI11;FRA;FRG05;SAMPLE OUT
FRA;FRA1912201911135;106;212;38928;F;22;6;1912;20;1;2019;FRA;FRL02;FRA;FRL04;SAMPLE OUT
FRA;FRA1913201911271;106;86;38802;F;9;8;1913;3;11;2019;FRA;FRD22;FRA;FRC11;SAMPLE OUT
FRA;FRA1913201911075;106;38;38754;F;18;7;1913;25;8;2019;FRA;FRF11;FRA;FRF11;SAMPLE OUT
FRA;FRA1912201911235;106;327;39043;F;28;4;1912;21;3;2019;FRA;FRY20;FRA;FRY20;SAMPLE OUT
FRA;FRA1913201911222;106;105;38821;F;30;7;1913;12;11;2019;FRA;FR105;FRA;FR105;SAMPLE OUT
FRA;FRA1913201911094;106;15;38731;F;20;1;1913;4;2;2019;FRA;FRE11;FRA;FRL06;SAMPLE OUT
FRA;FRA1912201911246;106;282;38998;F;23;10;1912;1;8;2019;FRA;FRG02;FRA;FRI32;SAMPLE OUT
FRA;FRA1912201911160;106;287;39003;F;13;9;1912;27;6;2019;FRA;FR108;FRA;FRD21;SAMPLE OUT
FRA;FRA1913201911177;106;3;38719;F;12;5;1913;15;5;2019;FRA;FRF12;FRA;FRF12;SAMPLE OUT
FRA;FRA1913201911213;106;21;38737;F;31;3;1913;21;4;2019;FRA;FRK26;FRA;FRK21;SAMPLE OUT
FRA;FRA1913201911152;106;30;38746;F;31;5;1913;30;6;2019;FRA;FRD22;FRA;FRD22;SAMPLE OUT
FRA;FRA1913201911258;106;34;38750;F;29;6;1913;2;8;2019;FRA;FRB05;FRA;FRG04;SAMPLE OUT
FRA;FRA1912201911129;106;47;38763;F;26;11;1912;12;1;2019;FRA;FRI32;FRA;FRI32;SAMPLE OUT
FRA;FRA1912201911199;106;211;38927;F;9;12;1912;8;7;2019;FRA;FRJ25;FRA;FRK12;SAMPLE OUT
FRA;FRA1913201911081;106;117;38833;F;20;2;1913;17;6;2019;FRA;FRJ22;FRA;FRJ13;SAMPLE OUT
FRA;FRA1912201911226;106;328;39044;F;5;5;1912;29;3;2019;FRA;FRK14;FRA;FR105;SAMPLE OUT
FRA;FRA1912201911122;106;191;38907;F;16;9;1912;26;3;2019;FRA;FRC11;FRA;FRC11;SAMPLE OUT
FRA;FRA1912201911092;106;238;38954;F;7;9;1912;3;5;2019;FRA;FRJ26;FRA;FRJ26;SAMPLE OUT
FRA;FRA1913201911112;106;9;38725;F;19;10;1913;28;10;2019;FRA;FRK26;FRA;FR107;SAMPLE OUT
FRA;FRA1913201911105;106;137;38853;F;24;6;1913;8;11;2019;FRA;FR101;FRA;FR101;SAMPLE OUT
FRA;FRA1912201911076;106;318;39034;F;16;11;1912;30;9;2019;FRA;FRH03;FRA;FR105;SAMPLE OUT
FRA;FRA1912201911191;106;179;38895;F;30;10;1912;27;4;2019;FRA;FRG02;FRA;FRG02;SAMPLE OUT
FRA;FRA1912201911082;106;308;39024;F;18;5;1912;22;3;2019;FRA;FRI22;FRA;FRI22;SAMPLE OUT
FRA;FRA1913201911140;106;0;38716;F;13;2;1913;13;2;2019;FRA;FRI15;FRA;FRI15;SAMPLE OUT
FRA;FRA1913201911231;106;84;38800;F;1;10;1913;24;12;2019;FRA;FRG02;FRA;FRG02;SAMPLE OUT
FRA;FRA1912201911239;106;354;39070;F;22;5;1912;11;5;2019;FRA;FRG04;FRA;FRD22;SAMPLE OUT
FRA;FRA1912201911268;106;100;38816;F;2;12;1912;12;3;2019;FRA;FRB04;FRA;FRI34;SAMPLE OUT
FRA;FRA1912201911109;106;243;38959;F;16;11;1912;17;7;2019;FRA;FRG05;FRA;FRG01;SAMPLE OUT
FRA;FRA1913201911117;106;257;38973;F;11;2;1913;26;10;2019;FRA;FRB03;FRA;FRC13;SAMPLE OUT
FRA;FRA1912201911251;106;221;38937;F;2;9;1912;11;4;2019;FRA;FR105;FRA;FRC12;SAMPLE OUT
FRA;FRA1913201911240;106;38;38754;F;17;3;1913;24;4;2019;FRA;FRF32;FRA;FRF32;SAMPLE OUT
FRA;FRA1912201911125;106;232;38948;F;9;7;1912;26;2;2019;FRA;FRI11;FRA;FRI12;SAMPLE OUT
FRA;FRA1913201911110;106;10;38726;F;28;4;1913;8;5;2019;FRA;FRH03;FRA;FRH03;SAMPLE OUT
FRA;FRA1913201911147;106;288;39004;F;21;2;1913;6;12;2019;FRA;FRH02;FRA;FRD11;SAMPLE OUT
FRA;FRA1913201911229;106;60;38776;F;4;8;1913;3;10;2019;FRA;FRF22;FRA;FR104;SAMPLE OUT
FRA;FRA1912201911192;106;94;38810;F;14;10;1912;16;1;2019;FRA;FRK28;FRA;FRK28;SAMPLE OUT
FRA;FRA1913201911085;106;71;38787;F;7;3;1913;17;5;2019;FRA;FRY20;FRA;FRL05;SAMPLE OUT
FRA;FRA1913201911093;106;86;38802;F;24;1;1913;20;4;2019;FRA;FRF23;FRA;FRF23;SAMPLE OUT
FRA;FRA1913201911063;106;102;38818;F;5;5;1913;15;8;2019;FRA;FRL03;FRA;FR108;SAMPLE OUT
FRA;FRA1913201911220;106;56;38772;F;6;4;1913;1;6;2019;FRA;FRK27;FRA;FRK27;SAMPLE OUT
FRA;FRA1913201911178;106;116;38832;F;22;3;1913;16;7;2019;FRA;FRK21;FRA;FRI23;SAMPLE OUT
FRA;FRA1912201911162;106;276;38992;F;5;5;1912;5;2;2019;FRA;FRI12;FRA;FRI12;SAMPLE OUT
FRA;FRA1913201911115;106;3;38719;F;28;8;1913;31;8;2019;FRA;FRK14;FRA;FRI12;SAMPLE OUT
FRA;FRA1912201911164;106;117;38833;F;25;10;1912;19;2;2019;FRA;FRG03;FRA;FRG03;SAMPLE OUT
FRA;FRA1912201911225;106;280;38996;F;30;4;1912;4;2;2019;FRA;FRG03;FRA;FRG03;SAMPLE OUT
FRA;FRA1913201911185;106;27;38743;F;2;5;1913;29;5;2019;FRA;FRM02;FRA;FRJ13;SAMPLE OUT
FRA;FRA1913201911088;106;83;38799;F;8;3;1913;30;5;2019;FRA;FRK25;FRA;FR101;SAMPLE OUT
FRA;FRA1913201911201;106;73;38789;F;11;8;1913;23;10;2019;FRA;FRF33;FRA;FRF12;SAMPLE OUT
FRA;FRA1912201911071;106;218;38934;F;29;10;1912;4;6;2019;FRA;FRC23;FRA;FRL03;SAMPLE OUT
FRA;FRA1912201911176;106;330;39046;F;27;4;1912;23;3;2019;FRA;FR101;FRA;FRI12;SAMPLE OUT
FRA;FRA1913201911126;106;123;38839;F;1;7;1913;1;11;2019;FRA;FRC13;FRA;FRC21;SAMPLE OUT
FRA;FRA1912201911227;106;280;38996;F;2;5;1912;6;2;2019;FRA;FRL06;FRA;FRL04;SAMPLE OUT
FRA;FRA1913201911228;106;25;38741;F;28;3;1913;22;4;2019;FRA;FRK11;FRA;FRK11;SAMPLE OUT
FRA;FRA1913201911266;106;29;38745;F;7;6;1913;6;7;2019;FRA;FRD11;FRA;FRD11;SAMPLE OUT
FRA;FRA1912201911166;106;347;39063;F;14;11;1912;27;10;2019;FRA;FR107;FRA;FRI12;SAMPLE OUT
FRA;FRA1912201911193;106;161;38877;F;11;11;1912;21;4;2019;FRA;FRF34;FRA;FR105;SAMPLE OUT
FRA;FRA1913201911205;106;35;38751;F;16;1;1913;20;2;2019;FRA;FRH03;FRA;FRB04;SAMPLE OUT
FRA;FRA1913201911173;106;19;38735;F;15;7;1913;3;8;2019;FRA;FR101;FRA;FR105;SAMPLE OUT
FRA;FRA1913201911198;106;86;38802;F;27;6;1913;21;9;2019;FRA;FRF33;FRA;FRF33;SAMPLE OUT
FRA;FRA1913201911113;106;15;38731;F;16;9;1913;1;10;2019;FRA;FRB03;FRA;FRG02;SAMPLE OUT
FRA;FRA1912201911111;106;214;38930;F;8;9;1912;10;4;2019;FRA;FR103;FRA;FRG01;SAMPLE OUT
FRA;FRA1913201911134;106;212;38928;F;12;5;1913;10;12;2019;FRA;FRH03;FRA;FRH03;SAMPLE OUT
FRA;FRA1913201911269;106;12;38728;F;2;2;1913;14;2;2019;FRA;FRG03;FRA;FRH02;SAMPLE OUT
FRA;FRA1913201911083;106;291;39007;F;26;2;1913;14;12;2019;FRA;FRD21;FRA;FR101;SAMPLE OUT
FRA;FRA1913201911089;106;59;38775;F;11;1;1913;11;3;2019;FRA;FRB05;FRA;FRB05;SAMPLE OUT
FRA;FRA1912201911238;106;234;38950;F;22;6;1912;11;2;2019;FRA;FRL02;FRA;FRL02;SAMPLE OUT
FRA;FRA1912201911257;106;245;38961;F;27;11;1912;30;7;2019;FRA;FRG01;FRA;FRG01;SAMPLE OUT
FRA;FRA1913201911179;106;68;38784;F;18;1;1913;27;3;2019;FRA;FRC22;FRA;FRK28;SAMPLE OUT
FRA;FRA1912201911090;106;91;38807;F;12;12;1912;13;3;2019;FRA;FRG01;FRA;FRG01;SAMPLE OUT
FRA;FRA1912201911210;106;286;39002;F;1;12;1912;13;9;2019;FRA;FRE11;FRA;FRE11;SAMPLE OUT
FRA;FRA1912201911077;106;351;39067;F;18;10;1912;4;10;2019;FRA;FRI12;FRA;FRJ28;SAMPLE OUT
FRA;FRA1912201911091;106;312;39028;F;2;11;1912;10;9;2019;FRA;FRC13;FRA;FRK24;SAMPLE OUT
FRA;FRA1913201911230;106;157;38873;F;31;5;1913;4;11;2019;FRA;FR101;FRA;FRB06;SAMPLE OUT
FRA;FRA1912201911264;106;140;38856;F;15;9;1912;2;2;2019;FRA;FRK22;FRA;FRJ13;SAMPLE OUT
FRA;FRA1912201911262;106;246;38962;F;9;6;1912;10;2;2019;FRA;FRJ13;FRA;FRJ13;SAMPLE OUT
FRA;FRA1913201911095;106;39;38755;F;7;11;1913;16;12;2019;FRA;FRF31;FRA;FRI21;SAMPLE OUT
FRA;FRA1913201911206;106;19;38735;F;30;9;1913;19;10;2019;FRA;FRE11;FRA;FRE11;SAMPLE OUT
FRA;FRA1913201911154;106;182;38898;F;6;1;1913;7;7;2019;FRA;FRD13;FRA;FR105;SAMPLE OUT
FRA;FRA1913201911265;106;41;38757;F;25;5;1913;5;7;2019;FRA;FR106;FRA;FR106;SAMPLE OUT
FRA;FRA1913201911212;106;11;38727;F;22;8;1913;2;9;2019;FRA;FRE22;FRA;FRE23;SAMPLE OUT
FRA;FRA1913201911202;106;116;38832;F;16;3;1913;10;7;2019;FRA;FRL04;FRA;FRL04;SAMPLE OUT
FRA;FRA1913201911233;106;155;38871;F;5;5;1913;7;10;2019;FRA;FRF31;FRA;FRI12;SAMPLE OUT
FRA;FRA1912201911195;106;132;38848;F;6;12;1912;17;4;2019;FRA;FR102;FRA;FRC14;SAMPLE OUT
FRA;FRA1913201911171;106;227;38943;F;9;5;1913;22;12;2019;FRA;FRE11;FRA;FRL06;SAMPLE OUT
FRA;FRA1913201911157;106;230;38946;F;7;1;1913;25;8;2019;FRA;FR107;FRA;FR107;SAMPLE OUT
FRA;FRA1912201911102;106;165;38881;F;15;8;1912;27;1;2019;FRA;FRE11;FRA;FRE11;SAMPLE OUT
FRA;FRA1913201911100;106;218;38934;F;19;3;1913;23;10;2019;FRA;FRF12;FRA;FRF12;SAMPLE OUT
FRA;FRA1913201911121;106;77;38793;F;9;2;1913;27;4;2019;FRA;FRH01;FRA;FRH04;SAMPLE OUT
FRA;FRA1912201911181;106;285;39001;F;27;4;1912;6;2;2019;FRA;FRI31;FRA;FRI31;SAMPLE OUT
FRA;FRA1913201911098;106;48;38764;F;17;7;1913;3;9;2019;FRA;FR101;FRA;FRL03;SAMPLE OUT
FRA;FRA1913201911189;106;35;38751;F;11;4;1913;16;5;2019;FRA;FRY10;FRA;FRY10;SAMPLE OUT
FRA;FRA1913201911059;106;103;38819;F;1;4;1913;13;7;2019;FRA;FRB06;FRA;FRB06;SAMPLE OUT
FRA;FRA1912201911183;106;148;38864;F;12;12;1912;9;5;2019;FRA;FR101;FRA;FRL05;SAMPLE OUT
FRA;FRA1912201911174;106;103;38819;F;26;9;1912;7;1;2019;FRA;FRE11;FRA;FRE11;SAMPLE OUT
FRA;FRA1912201911247;106;266;38982;F;12;10;1912;5;7;2019;FRA;FRD21;FRA;FRD22;SAMPLE OUT
FRA;FRA1913201911087;106;139;38855;F;19;2;1913;8;7;2019;FRA;FRK26;FRA;FRK26;SAMPLE OUT
FRA;FRA1913201911070;106;92;38808;F;1;8;1913;1;11;2019;FRA;FRJ23;FRA;FRJ23;SAMPLE OUT
FRA;FRA1912201911069;106;358;39075;F;8;1;1912;1;1;2019;FRA;FRI31;FRA;FRI12;SAMPLE OUT
FRA;FRA1913201911208;106;5;38721;F;20;7;1913;25;7;2019;FRA;FRB05;FRA;FRB05;SAMPLE OUT
FRA;FRA1913201911074;106;267;38983;F;21;3;1913;13;12;2019;FRA;FR101;FRA;FR102;SAMPLE OUT
FRA;FRA1913201911149;106;101;38817;F;18;5;1913;27;8;2019;FRA;FRI12;FRA;FRH03;SAMPLE OUT
FRA;FRA1913201911224;106;258;38974;F;4;4;1913;18;12;2019;FRA;FRI34;FRA;FRB04;SAMPLE OUT
FRA;FRA1913201911151;106;52;38768;F;24;5;1913;15;7;2019;FRA;FRE12;FRA;FRE12;SAMPLE OUT
FRA;FRA1913201911223;106;302;39018;F;9;1;1913;7;11;2019;FRA;FRM01;FRA;FRM01;SAMPLE OUT
FRA;FRA1912201911161;106;198;38914;F;18;6;1912;2;1;2019;FRA;FRB06;FRA;FRB06;SAMPLE OUT
FRA;FRA1913201911270;106;116;38832;F;22;1;1913;18;5;2019;FRA;FRI32;FRA;FR101;SAMPLE OUT
FRA;FRA1912201911254;106;184;38900;F;22;12;1912;24;6;2019;FRA;FRF31;FRA;FRE11;SAMPLE OUT
FRA;FRA1913201911066;106;130;38846;F;18;1;1913;28;5;2019;FRA;FRH01;FRA;FRL06;SAMPLE OUT
FRA;FRA1912201911119;106;298;39014;F;30;4;1912;22;2;2019;FRA;FR103;FRA;FR104;SAMPLE OUT
FRA;FRA1913201911073;106;18;38734;F;6;1;1913;24;1;2019;FRA;FRI33;FRA;FRI33;SAMPLE OUT
FRA;FRA1913201911065;106;21;38737;F;20;10;1913;10;11;2019;FRA;FRD13;FRA;FRD11;SAMPLE OUT
FRA;FRA1912201911084;106;169;38885;F;25;10;1912;12;4;2019;FRA;FR101;FRA;FRB02;SAMPLE OUT
FRA;FRA1912201911158;106;359;39075;F;6;8;1912;31;7;2019;FRA;FRG03;FRA;FR107;SAMPLE OUT
FRA;FRA1912201911184;106;277;38993;F;20;4;1912;22;1;2019;FRA;FR105;FRA;FR105;SAMPLE OUT
FRA;FRA1912201911273;106;114;38830;F;10;10;1912;1;2;2019;FRA;FR101;FRA;FR103;SAMPLE OUT
FRA;FRA1912201911079;106;194;38910;F;26;11;1912;8;6;2019;FRA;FRH03;FRA;FRH03;SAMPLE OUT
FRA;FRA1913201911139;106;5;38721;F;17;12;1913;22;12;2019;FRA;FRC14;FRA;FR108;SAMPLE OUT
FRA;FRA1912201911153;106;203;38919;F;7;10;1912;28;4;2019;FRA;FRL03;FRA;FRL03;SAMPLE OUT
FRA;FRA1913201911237;106;92;38808;F;3;9;1913;4;12;2019;FRA;FRB04;FRA;FRB04;SAMPLE OUT
FRA;FRA1912201911196;106;187;38903;F;20;8;1912;23;2;2019;FRA;FRK25;FRA;FRL06;SAMPLE OUT
FRA;FRA1913201911061;106;301;39017;F;28;1;1913;25;11;2019;FRA;FR106;FRA;FRC14;SAMPLE OUT
FRA;FRA1912201911108;106;236;38952;F;30;11;1912;24;7;2019;FRA;FRD21;FRA;FRD21;SAMPLE OUT
FRA;FRA1913201911144;106;54;38770;F;14;2;1913;9;4;2019;FRA;FRY20;FRA;FR101;SAMPLE OUT
FRA;FRA1913201911252;106;145;38861;F;20;5;1913;12;10;2019;FRA;FRY20;FRA;FRY20;SAMPLE OUT
FRA;FRA1913201911103;106;214;38930;F;3;1;1913;5;8;2019;FRA;FRL04;FRA;FRK24;SAMPLE OUT
FRA;FRA1913201911203;106;32;38748;F;29;4;1913;31;5;2019;FRA;FRG01;FRA;FR105;SAMPLE OUT
FRA;FRA1912201911172;106;318;39034;F;24;4;1912;8;3;2019;FRA;FRJ25;FRA;FRJ25;SAMPLE OUT
FRA;FRA1913201911194;106;66;38782;F;17;6;1913;22;8;2019;FRA;FRM01;FRA;FRM01;SAMPLE OUT
FRA;FRA1913201911168;106;92;38808;F;4;8;1913;4;11;2019;FRA;FR101;FRA;FRD21;SAMPLE OUT
FRA;FRA1912201911236;106;295;39011;F;2;7;1912;23;4;2019;FRA;FRF11;FRA;FRF11;SAMPLE OUT
FRA;FRA1912201911137;106;264;38980;F;22;8;1912;13;5;2019;FRA;FRY10;FRA;FRY10;SAMPLE OUT
FRA;FRA1912201911068;106;277;38993;F;10;11;1912;14;8;2019;FRA;FRF32;FRA;FRF32;SAMPLE OUT
FRA;FRA1912201911133;106;169;38885;F;10;8;1912;26;1;2019;FRA;FRK12;FRA;FRK14;SAMPLE OUT
FRA;FRA1912201911188;106;351;39068;F;24;2;1912;10;2;2019;FRA;FR101;FRA;FRL05;SAMPLE OUT
FRA;FRA1912201911244;106;280;38996;F;9;7;1912;15;4;2019;FRA;FRK12;FRA;FRK12;SAMPLE OUT
FRA;FRA1912201911072;106;347;39063;F;3;4;1912;16;3;2019;FRA;FRJ22;FRA;FRJ22;SAMPLE OUT
FRA;FRA1913201911272;106;271;38987;F;5;3;1913;1;12;2019;FRA;FRB02;FRA;FRB02;SAMPLE OUT
FRA;FRA1912201911241;106;325;39041;F;27;4;1912;18;3;2019;FRA;FRI15;FRA;FRI15;SAMPLE OUT
FRA;FRA1912201911243;106;194;38910;F;16;8;1912;26;2;2019;FRA;FRY10;FRA;FRY10;SAMPLE OUT
FRA;FRA1913201911221;106;117;38833;F;6;2;1913;3;6;2019;FRA;FRJ13;FRA;FRJ12;SAMPLE OUT
FRA;FRA1913201911169;106;27;38743;F;16;2;1913;15;3;2019;FRA;FRF32;FRA;FRF32;SAMPLE OUT
FRA;FRA1913201911216;106;323;39039;F;22;1;1913;11;12;2019;FRA;FRL04;FRA;FRL04;SAMPLE OUT
FRA;FRA1912201911060;106;339;39055;F;12;5;1912;16;4;2019;FRA;FRE11;FRA;FRG01;SAMPLE OUT
FRA;FRA1913201911180;106;34;38750;F;1;2;1913;7;3;2019;FRA;FRC22;FRA;FRC22;SAMPLE OUT
FRA;FRA1913201911127;106;46;38762;F;24;2;1913;11;4;2019;FRA;FRH01;FRA;FRH01;SAMPLE OUT
FRA;FRA1912201911116;106;208;38924;F;5;10;1912;1;5;2019;FRA;FRC12;FRA;FR107;SAMPLE OUT
FRA;FRA1912201911190;106;332;39048;F;31;5;1912;28;4;2019;FRA;FRF24;FRA;FRI21;SAMPLE OUT
FRA;FRA1912201911106;106;223;38939;F;18;8;1912;29;3;2019;FRA;FRK22;FRA;FRL06;SAMPLE OUT
FRA;FRA1913201911101;106;100;38816;F;25;3;1913;3;7;2019;FRA;FR101;FRA;FR105;SAMPLE OUT
FRA;FRA1913201911097;106;37;38753;F;24;9;1913;31;10;2019;FRA;FRL04;FRA;FRL04;SAMPLE OUT
FRA;FRA1912201911267;106;203;38919;F;25;8;1912;16;3;2019;FRA;FRJ13;FRA;FRJ13;SAMPLE OUT
FRA;FRA1913201911099;106;235;38951;F;11;2;1913;4;10;2019;FRA;FRI15;FRA;FRI13;SAMPLE OUT
FRA;FRA1913201911186;106;173;38889;F;11;2;1913;3;8;2019;FRA;FRE22;FRA;FRD22;SAMPLE OUT
FRA;FRA1912201911138;106;266;38982;F;17;8;1912;10;5;2019;FRA;FRI12;FRA;FRI12;SAMPLE OUT
FRA;FRA1913201911234;106;62;38778;F;9;5;1913;10;7;2019;FRA;FRG02;FRA;FRG02;SAMPLE OUT
FRA;FRA1912201911148;106;256;38972;F;7;5;1912;18;1;2019;FRA;FRC13;FRA;FRD12;SAMPLE OUT
FRA;FRA1912201911182;106;132;38848;F;18;9;1912;28;1;2019;FRA;FRK21;FRA;FRK21;SAMPLE OUT
FRA;FRA1913201911130;106;164;38880;F;21;5;1913;1;11;2019;FRA;FRD22;FRA;FRD22;SAMPLE OUT
FRA;FRA1913201911146;106;180;38896;F;15;6;1913;12;12;2019;FRA;FRK25;FRA;FRK26;SAMPLE OUT
FRA;FRA1912201911163;106;140;38856;F;10;9;1912;28;1;2019;FRA;FR101;FRA;FRJ22;SAMPLE OUT
FRA;FRA1913201911064;106;14;38730;F;28;9;1913;12;10;2019;FRA;FRE11;FRA;FRE11;SAMPLE OUT
FRA;FRA1913201911120;106;33;38749;F;11;11;1913;14;12;2019;FRA;FRL04;FRA;FRL04;SAMPLE OUT
FRA;FRA1913201911187;106;246;38962;F;1;1;1913;4;9;2019;FRA;FRJ12;FRA;FRJ12;SAMPLE OUT
FRA;FRA1912201911256;106;268;38984;F;10;10;1912;5;7;2019;FRA;FRK23;FRA;FRK23;SAMPLE OUT
FRA;FRA1912201911142;106;110;38826;F;15;9;1912;3;1;2019;FRA;FRL04;FRA;FRL04;SAMPLE OUT
FRA;FRA1912201911245;106;162;38878;F;6;9;1912;15;2;2019;FRA;FRI22;FRA;FRI23;SAMPLE OUT
FRA;FRA1913201911214;106;11;38727;F;14;12;1913;25;12;2019;FRA;FRI15;FRA;FRJ26;SAMPLE OUT
FRA;FRA1913201911104;106;223;38939;F;19;4;1913;28;11;2019;FRA;FRC13;FRA;FR105;SAMPLE OUT
FRA;FRA1911201911385;107;195;39277;F;9;7;1911;20;1;2019;FRA;FRF12;FRA;FRF12;SAMPLE OUT
FRA;FRA1912201911322;107;64;39145;F;17;8;1912;20;10;2019;FRA;FRI12;FRA;FRI12;SAMPLE OUT
FRA;FRA1911201911358;107;172;39254;F;5;8;1911;24;1;2019;FRA;FRG04;FRA;FR102;SAMPLE OUT
FRA;FRA1911201911332;107;118;39200;F;12;9;1911;8;1;2019;FRA;FRL03;FRA;MCO;SAMPLE OUT
FRA;FRA1912201911356;107;43;39124;F;30;8;1912;12;10;2019;FRA;FRD11;FRA;FR101;SAMPLE OUT
FRA;FRA1911201911289;107;346;39428;F;4;12;1911;15;11;2019;FRA;FRJ15;FRA;FRJ15;SAMPLE OUT
FRA;FRA1912201911364;107;137;39218;F;1;5;1912;15;9;2019;FRA;FRF22;FRA;FRF22;SAMPLE OUT
FRA;FRA1912201911283;107;111;39192;F;20;7;1912;8;11;2019;FRA;FR101;FRA;FR105;SAMPLE OUT
FRA;FRA1912201911382;107;69;39150;F;28;9;1912;6;12;2019;FRA;FRJ22;FRA;FRJ22;SAMPLE OUT
FRA;FRA1911201911313;107;53;39135;F;18;12;1911;9;2;2019;FRA;FRI33;FRA;FRI33;SAMPLE OUT
